alive_0,bus_current_0,bus_voltage_0,heatsink_temp_0,motor_temp_0,rail_15v_0,rail_3v3_0,rail_1v9_0,dsp_temp_0,error_flags_0,limit_flags_0,rx_error_count_0,tx_error_count_0,motor_velocity_0,vehicle_velocity_0,phase_current_b_0,alive_1,bus_current_1,bus_voltage_1,heatsink_temp_1,motor_temp_1,rail_15v_1,rail_3v3_1,rail_1v9_1,dsp_temp_1,error_flags_1,limit_flags_1,rx_error_count_1,tx_error_count_1,motor_velocity_1,vehicle_velocity_1,phase_current_b_1
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,92.62,-19.20,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,52.38,-10.86,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,22.35,-4.63,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,2.50,-0.52,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,22.49,-4.66,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,48.50,-10.06,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,83.07,-17.22,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,109.66,-22.74,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,132.05,-27.38,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,155.27,-32.19,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,174.29,-36.14,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,191.41,-39.69,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,206.24,-42.76,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,222.88,-46.21,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,225.78,-46.81,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,219.90,-45.60,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,213.88,-44.35,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,207.47,-43.02,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,202.86,-42.06,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,210.04,-43.55,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,220.08,-45.63,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,226.29,-46.92,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,219.34,-45.48,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,215.75,-44.73,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,209.77,-43.49,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,204.30,-42.36,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,197.24,-40.90,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,189.95,-39.38,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,187.79,-38.94,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,184.39,-38.23,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,195.64,-40.56,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,207.02,-42.93,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,219.53,-45.52,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,225.39,-46.73,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,218.83,-45.37,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,216.18,-44.82,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,210.52,-43.65,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,203.58,-42.21,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,187.26,-38.83,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,177.74,-36.85,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,162.44,-33.68,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,133.75,-27.73,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,107.90,-22.37,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,70.64,-14.65,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,27.20,-5.64,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,3.09,-0.64,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,26.13,-5.42,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,52.33,-10.85,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,86.76,-17.99,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,82.62,-17.13,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,84.84,-17.59,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,92.91,-19.26,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,100.29,-20.79,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,106.72,-22.13,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,117.66,-24.40,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,132.23,-27.42,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,150.46,-31.20,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,169.24,-35.09,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,186.66,-38.70,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,191.48,-39.70,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,195.24,-40.48,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,198.69,-41.20,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,201.89,-41.86,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,206.02,-42.72,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,191.84,-39.78,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,174.47,-36.17,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,156.60,-32.47,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,134.28,-27.84,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,107.97,-22.39,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,87.93,-18.23,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,73.37,-15.21,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,54.18,-11.23,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,34.56,-7.17,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,26.73,-5.54,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-121.48,-3.50,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,26.73,0.77,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-32.49,6.74,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,26.73,0.77,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-44.89,9.31,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,26.73,0.77,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-59.91,12.42,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,76.69,-15.90,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-59.91,-1.73,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,84.17,-17.45,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-59.91,-1.73,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,72.17,-14.96,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-59.91,-1.73,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,76.25,-15.81,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-59.91,-1.73,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,99.02,-20.53,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-59.91,-1.73,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,126.93,-26.32,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-59.91,-1.73,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,126.93,3.66,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-131.75,27.32,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,126.93,3.66,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-146.72,30.42,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,126.93,3.66,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-165.06,34.23,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,126.93,3.66,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-185.18,38.40,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,126.93,3.66,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-198.17,41.09,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,126.93,3.66,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-202.64,42.02,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,126.93,3.66,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-201.62,41.81,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,126.93,3.66,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-185.93,38.55,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,126.93,3.66,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-167.10,34.65,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,126.93,3.66,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-152.38,31.59,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,126.93,3.66,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-123.16,25.54,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,126.93,3.66,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-88.10,18.27,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,126.93,3.66,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-59.39,12.31,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,126.93,3.66,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-60.75,12.60,0.00
