alive_0,bus_current_0,bus_voltage_0,heatsink_temp_0,motor_temp_0,rail_15v_0,rail_3v3_0,rail_1v9_0,dsp_temp_0,error_flags_0,limit_flags_0,rx_error_count_0,tx_error_count_0,motor_velocity_0,vehicle_velocity_0,phase_current_b_0,alive_1,bus_current_1,bus_voltage_1,heatsink_temp_1,motor_temp_1,rail_15v_1,rail_3v3_1,rail_1v9_1,dsp_temp_1,error_flags_1,limit_flags_1,rx_error_count_1,tx_error_count_1,motor_velocity_1,vehicle_velocity_1,phase_current_b_1
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,21.39,-4.43,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,57.22,-11.86,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,92.83,-19.25,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,111.26,-23.07,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,115.68,-23.99,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,136.43,-28.29,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,140.71,-29.18,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,167.91,-34.82,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,195.10,-40.45,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,220.16,-45.65,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,245.26,-50.85,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,272.37,-56.47,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,300.93,-62.40,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,329.12,-68.24,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,332.70,-68.98,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,325.03,-67.39,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,307.38,-63.73,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,290.44,-60.22,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,275.14,-57.05,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,263.05,-54.54,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,232.57,-48.22,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,200.55,-41.58,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,174.90,-36.26,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,142.59,-29.56,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,106.49,-22.08,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,67.29,-13.95,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.48,-0.10,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,1.07,-0.22,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,20.76,-4.31,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,47.77,-9.91,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,76.63,-15.89,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,105.11,-21.79,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,133.98,-27.78,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,149.68,-31.04,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,150.18,-31.14,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,152.46,-31.61,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,152.62,-31.64,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,147.54,-30.59,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,142.86,-29.62,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,137.40,-28.49,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,144.97,-30.06,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,155.53,-32.25,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,164.79,-34.17,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,172.23,-35.71,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,180.51,-37.43,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,180.84,-37.50,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,195.69,-40.58,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,205.50,-42.61,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,218.03,-45.21,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,222.88,-46.21,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,220.89,-45.80,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,206.94,-42.91,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,206.33,-42.78,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,207.28,-42.98,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,208.90,-43.32,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,219.59,-45.53,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,216.63,-44.92,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,218.73,-45.35,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,213.10,-44.19,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,208.73,-43.28,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
Yes,0.00,106.04,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,206.91,-42.90,15.30,Yes,0.00,106.21,0.00,0.00,14.93,0.00,0.00,0.00,0x0,0x0,0,0,-195.92,-5.64,0.00
