alive_0,bus_current_0,bus_voltage_0,heatsink_temp_0,motor_temp_0,rail_15v_0,rail_3v3_0,rail_1v9_0,dsp_temp_0,error_flags_0,limit_flags_0,rx_error_count_0,tx_error_count_0,motor_velocity_0,vehicle_velocity_0,phase_current_b_0,alive_1,bus_current_1,bus_voltage_1,heatsink_temp_1,motor_temp_1,rail_15v_1,rail_3v3_1,rail_1v9_1,dsp_temp_1,error_flags_1,limit_flags_1,rx_error_count_1,tx_error_count_1,motor_velocity_1,vehicle_velocity_1,phase_current_b_1,drive_mode,throttle_value,regen_value,brake_pedal_value,cruise_down_on,cruise_up_on,reverse_on,horn_on,headlights_on,rearview_on,power_save_on,left_turn_on,right_turn_on,mppt_current_A0,mppt_power_A0,mppt_temp_A0,mppt_vin_A0,mppt_vout_A0,mppt_current_A1,mppt_power_A1,mppt_temp_A1,mppt_vin_A1,mppt_vout_A1,mppt_current_B0,mppt_power_B0,mppt_temp_B0,mppt_vin_B0,mppt_vout_B0,mppt_current_B1,mppt_power_B1,mppt_temp_B1,mppt_vin_B1,mppt_vout_B1,mppt_current_C0,mppt_power_C0,mppt_temp_C0,mppt_vin_C0,mppt_vout_C0,mppt_current_C1,mppt_power_C1,mppt_temp_C1,mppt_vin_C1,mppt_vout_C1,battery_current,charge_enabled,highside_contactor_on,lowside_contactor_on,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31
Yes,0.00,115.62,28.48,4.88,14.92,3.34,1.86,31.88,0x0,0x0,0,0,371.03,24.06,0.00,Yes,0.00,115.54,30.36,102.18,14.90,3.29,1.86,36.32,0x0,0x0,0,0,369.74,23.98,0.00,Neutral,0.00,0.00,0.15,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,29.44,0.00,117.12,0.00,0.00,30.55,0.00,117.12,0.00,0.00,28.43,0.00,0.00,0.00,0.00,29.44,0.00,0.00,0.00,0.00,28.43,0.00,117.61,0.00,0.00,29.66,0.00,117.61,-0.182768,1,1,1,3.7268,3.7250,3.7287,3.7305,3.7284,3.7292,3.7263,3.7212,3.7271,3.7286,3.7567,3.7285,3.7445,3.7263,3.7266,3.7243,3.7586,3.7227,3.7272,3.7627,3.7311,3.7141,3.7290,3.7283,3.7281,3.7292,3.7309,3.7303,3.7277,3.7276,3.7275,
Yes,0.00,115.68,28.47,4.88,14.92,3.34,1.86,31.87,0x0,0x0,0,0,338.95,21.98,0.00,Yes,0.00,115.61,30.35,102.18,14.90,3.29,1.86,36.30,0x0,0x0,0,0,338.77,21.97,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,29.44,0.00,117.16,0.00,0.00,30.55,0.00,117.16,0.00,0.00,28.43,0.00,0.00,0.00,0.00,29.44,0.00,0.00,0.00,0.00,28.43,0.00,117.61,0.00,0.00,29.66,0.00,117.61,-0.182458,1,1,1,3.7287,3.7267,3.7306,3.7323,3.7302,3.7310,3.7279,3.7229,3.7289,3.7305,3.7587,3.7303,3.7463,3.7282,3.7284,3.7262,3.7607,3.7247,3.7291,3.7647,3.7329,3.7160,3.7308,3.7301,3.7298,3.7308,3.7327,3.7322,3.7293,3.7294,3.7294,
Yes,0.00,115.74,28.45,4.88,14.92,3.34,1.86,31.88,0x0,0x0,0,0,303.28,19.67,0.00,Yes,0.00,115.65,30.36,102.18,14.90,3.29,1.86,36.33,0x0,0x0,0,0,303.70,19.69,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,29.33,0.00,117.29,0.00,0.00,30.55,0.00,117.29,0.00,0.00,28.43,0.00,0.00,0.00,0.00,29.44,0.00,0.00,0.00,0.00,28.43,0.00,117.76,0.00,0.00,29.55,0.00,117.76,-0.182581,1,1,1,3.7304,3.7289,3.7322,3.7338,3.7317,3.7324,3.7295,3.7246,3.7305,3.7321,3.7605,3.7319,3.7481,3.7297,3.7300,3.7277,3.7624,3.7265,3.7306,3.7663,3.7344,3.7174,3.7324,3.7317,3.7315,3.7325,3.7341,3.7336,3.7312,3.7309,3.7309,
Yes,0.00,115.74,28.44,4.88,14.92,3.34,1.87,31.86,0x0,0x0,0,0,291.77,18.92,0.00,Yes,0.00,115.67,30.37,102.18,14.90,3.29,1.86,36.30,0x0,0x0,0,0,290.50,18.84,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,29.33,0.00,117.29,0.00,0.00,30.55,0.00,117.29,0.00,0.00,28.43,0.00,0.00,0.00,0.00,29.44,0.00,0.00,0.00,0.00,28.43,0.00,117.76,0.00,0.00,29.55,0.00,117.76,-0.182291,1,1,1,3.7308,3.7292,3.7328,3.7345,3.7323,3.7331,3.7303,3.7254,3.7311,3.7326,3.7612,3.7323,3.7485,3.7304,3.7307,3.7284,3.7632,3.7270,3.7312,3.7669,3.7350,3.7181,3.7329,3.7323,3.7321,3.7332,3.7348,3.7343,3.7317,3.7314,3.7314,
Yes,0.00,115.80,28.41,4.88,14.92,3.34,1.86,31.83,0x0,0x0,0,0,260.35,16.88,0.00,Yes,0.00,115.71,30.37,102.18,14.90,3.29,1.86,36.31,0x0,0x0,0,0,262.01,16.99,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,29.33,0.00,117.29,0.00,0.00,30.44,0.00,117.29,0.00,0.00,28.43,0.00,0.00,0.00,0.00,29.44,0.00,0.00,0.00,0.00,28.43,0.00,117.78,0.00,0.00,29.55,0.00,117.78,-0.181882,1,1,1,3.7320,3.7305,3.7338,3.7355,3.7334,3.7342,3.7312,3.7266,3.7322,3.7338,3.7624,3.7335,3.7496,3.7314,3.7317,3.7294,3.7645,3.7284,3.7322,3.7681,3.7361,3.7192,3.7341,3.7334,3.7333,3.7342,3.7359,3.7354,3.7327,3.7325,3.7328,
Yes,0.00,115.83,28.39,4.88,14.92,3.34,1.87,31.84,0x0,0x0,0,0,209.00,13.55,0.00,Yes,0.00,115.72,30.38,102.18,14.90,3.29,1.86,36.32,0x0,0x0,0,0,195.97,12.71,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,29.33,0.00,117.29,0.00,0.00,30.44,0.00,117.29,0.00,0.00,28.43,0.00,0.00,0.00,0.00,29.33,0.00,0.00,0.00,0.00,28.43,0.00,117.78,0.00,0.00,29.55,0.00,117.78,-0.182056,1,1,1,3.7331,3.7316,3.7351,3.7366,3.7345,3.7353,3.7325,3.7280,3.7335,3.7348,3.7632,3.7346,3.7509,3.7325,3.7328,3.7305,3.7655,3.7296,3.7334,3.7693,3.7371,3.7201,3.7351,3.7347,3.7344,3.7354,3.7370,3.7364,3.7340,3.7338,3.7337,
Yes,0.00,115.85,28.38,4.88,14.92,3.34,1.87,31.85,0x0,0x0,0,0,190.46,12.35,0.00,Yes,0.00,115.74,30.38,102.18,14.90,3.29,1.86,36.32,0x0,0x0,0,0,183.91,11.93,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,29.33,0.00,117.29,0.00,0.00,30.44,0.00,117.29,0.00,0.00,28.43,0.00,0.00,0.00,0.00,29.33,0.00,0.00,0.00,0.00,28.43,0.00,117.78,0.00,0.00,29.55,0.00,117.78,-0.182557,1,1,1,3.7336,3.7320,3.7357,3.7372,3.7350,3.7357,3.7327,3.7285,3.7340,3.7355,3.7640,3.7350,3.7514,3.7331,3.7334,3.7310,3.7662,3.7301,3.7338,3.7698,3.7376,3.7206,3.7355,3.7351,3.7349,3.7359,3.7375,3.7369,3.7343,3.7343,3.7343,
Yes,0.00,115.86,28.37,4.88,14.92,3.34,1.87,31.84,0x0,0x0,0,0,155.82,10.10,0.00,Yes,0.00,115.75,30.38,102.18,14.90,3.29,1.86,36.33,0x0,0x0,0,0,164.46,10.67,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,29.33,0.00,117.33,0.00,0.00,30.44,0.00,117.33,0.00,0.00,28.43,0.00,0.00,0.00,0.00,29.33,0.00,0.00,0.00,0.00,28.43,0.00,117.78,0.00,0.00,29.55,0.00,117.78,-0.182045,1,1,1,3.7342,3.7325,3.7361,3.7376,3.7354,3.7362,3.7333,3.7288,3.7343,3.7357,3.7644,3.7355,3.7519,3.7335,3.7338,3.7315,3.7666,3.7306,3.7343,3.7703,3.7380,3.7211,3.7361,3.7357,3.7355,3.7363,3.7377,3.7372,3.7349,3.7348,3.7347,
Yes,0.00,115.87,28.36,4.88,14.92,3.34,1.87,31.86,0x0,0x0,0,0,131.84,8.55,0.00,Yes,0.00,115.77,30.38,102.18,14.90,3.29,1.86,36.32,0x0,0x0,0,0,146.84,9.52,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,29.33,0.00,117.41,0.00,0.00,30.44,0.00,117.41,0.00,0.00,28.43,0.00,0.00,0.00,0.00,29.33,0.00,0.00,0.00,0.00,28.43,0.00,117.80,0.00,0.00,29.55,0.00,117.80,-0.182370,1,1,1,3.7344,3.7327,3.7364,3.7380,3.7358,3.7365,3.7336,3.7292,3.7346,3.7362,3.7648,3.7357,3.7521,3.7336,3.7340,3.7318,3.7670,3.7309,3.7345,3.7704,3.7383,3.7214,3.7363,3.7358,3.7357,3.7367,3.7382,3.7377,3.7351,3.7350,3.7349,
Yes,0.00,115.90,28.34,4.88,14.92,3.34,1.87,31.86,0x0,0x0,0,0,115.89,7.52,0.00,Yes,1.17,114.91,30.37,102.18,14.90,3.29,1.86,36.33,0x0,0x2,0,0,127.80,8.29,8.71,Manual,0.31,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,29.33,0.00,115.66,0.00,0.00,30.44,0.00,115.66,0.00,0.00,28.43,0.00,0.00,0.00,0.00,29.33,0.00,0.00,0.00,0.00,28.43,0.00,116.10,0.00,0.00,29.55,0.00,116.10,-0.182704,1,1,1,3.7353,3.7336,3.7372,3.7389,3.7367,3.7373,3.7343,3.7300,3.7355,3.7369,3.7656,3.7366,3.7530,3.7345,3.7348,3.7325,3.7679,3.7318,3.7354,3.7713,3.7391,3.7221,3.7372,3.7367,3.7365,3.7374,3.7390,3.7382,3.7360,3.7358,3.7357,
Yes,0.00,115.87,28.32,4.88,14.92,3.34,1.87,31.86,0x0,0x0,0,0,119.22,7.73,0.00,Yes,0.00,115.76,30.37,102.18,14.90,3.29,1.86,36.36,0x0,0x0,0,0,132.66,8.60,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,29.33,0.00,117.39,0.00,0.00,30.44,0.00,117.39,0.00,0.00,28.43,0.00,0.00,0.00,0.00,29.33,0.00,0.00,0.00,0.00,28.43,0.00,117.82,0.00,0.00,29.55,0.00,117.82,-0.182068,1,1,1,3.7346,3.7330,3.7365,3.7381,3.7359,3.7365,3.7337,3.7295,3.7348,3.7363,3.7647,3.7359,3.7523,3.7339,3.7342,3.7318,3.7670,3.7311,3.7348,3.7704,3.7383,3.7214,3.7365,3.7360,3.7359,3.7367,3.7381,3.7375,3.7352,3.7351,3.7352,
Yes,10.46,107.36,28.31,4.88,14.92,3.34,1.86,31.89,0x0,0x2,0,0,131.84,8.55,35.43,Yes,10.48,106.93,30.37,102.18,14.90,3.29,1.86,36.36,0x0,0x2,0,0,146.02,9.47,38.81,Manual,0.96,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,29.33,0.00,109.13,0.00,0.00,30.44,0.00,109.13,0.00,0.00,28.43,0.00,0.00,0.00,0.00,29.33,0.00,0.00,0.00,0.00,28.32,0.00,109.42,0.00,0.00,29.55,0.00,109.42,-0.182243,1,1,1,3.5147,3.5000,3.5028,3.5187,3.4929,3.5085,3.5079,3.4704,3.5058,3.5256,3.5225,3.5239,3.4079,3.5100,3.5190,3.5185,3.4543,3.4936,3.5204,3.5487,3.4972,3.5061,3.5330,3.4846,3.5065,3.5265,3.4986,3.4790,3.4798,3.5102,3.5347,
Yes,12.64,105.23,28.31,4.88,14.89,3.34,1.87,31.87,0x0,0x2,0,0,177.74,11.53,38.41,Yes,12.58,105.04,30.36,102.18,14.89,3.29,1.86,36.35,0x0,0x2,0,0,190.36,12.34,37.30,Manual,0.96,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,29.33,0.00,107.52,0.00,0.00,30.44,0.00,107.52,0.00,0.00,28.43,0.00,0.00,0.00,0.00,29.33,0.00,0.00,0.00,0.00,28.32,0.00,108.17,0.00,0.00,29.55,0.00,108.17,-0.182478,1,1,1,3.4750,3.4519,3.4496,3.4743,3.4441,3.4568,3.4671,3.4170,3.4537,3.4828,3.4736,3.4857,3.3378,3.4591,3.4755,3.4755,3.3838,3.4506,3.4761,3.4977,3.4488,3.4629,3.4959,3.4328,3.4543,3.4839,3.4502,3.4204,3.4334,3.4636,3.4887,
Yes,3.07,113.08,28.30,4.88,14.92,3.34,1.86,31.85,0x0,0x20,0,0,182.84,11.86,12.68,Yes,6.84,110.24,30.37,102.18,14.90,3.29,1.86,36.36,0x0,0x2,0,0,173.60,11.26,25.71,Manual,0.73,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,29.33,0.00,110.80,0.00,0.00,30.44,0.00,110.80,0.00,0.00,28.43,0.00,0.00,0.00,0.00,29.33,0.00,0.00,0.00,0.00,28.32,0.00,111.09,0.00,0.00,29.55,0.00,111.09,-0.182557,1,1,1,3.7197,3.7173,3.7205,3.7230,3.7198,3.7211,3.7186,3.7120,3.7191,3.7219,3.7484,3.7216,3.7290,3.7185,3.7196,3.7178,3.7460,3.7151,3.7201,3.7552,3.7221,3.7071,3.7226,3.7188,3.7199,3.7223,3.7223,3.7203,3.7179,3.7197,3.7213,
Yes,14.08,104.58,28.30,4.88,14.89,3.34,1.87,31.86,0x0,0x2,0,0,221.46,14.36,37.17,Yes,13.25,104.44,30.37,102.18,14.89,3.29,1.86,36.36,0x0,0x2,0,0,216.57,14.04,36.13,Manual,0.93,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,29.33,0.00,106.07,0.00,0.00,30.44,0.00,106.07,0.00,0.00,28.43,0.00,0.00,0.00,0.00,29.33,0.00,0.00,0.00,0.00,28.32,0.00,106.89,0.00,0.00,29.55,0.00,106.89,-0.182569,1,1,1,3.4698,3.4519,3.4543,3.4757,3.4448,3.4536,3.4618,3.4180,3.4584,3.4844,3.4741,3.4805,3.3394,3.4634,3.4770,3.4760,3.3798,3.4449,3.4767,3.5021,3.4505,3.4634,3.4909,3.4337,3.4587,3.4855,3.4511,3.4167,3.4272,3.4643,3.4924,
