alive_0,bus_current_0,bus_voltage_0,heatsink_temp_0,motor_temp_0,rail_15v_0,rail_3v3_0,rail_1v9_0,dsp_temp_0,error_flags_0,limit_flags_0,rx_error_count_0,tx_error_count_0,motor_velocity_0,vehicle_velocity_0,phase_current_b_0,alive_1,bus_current_1,bus_voltage_1,heatsink_temp_1,motor_temp_1,rail_15v_1,rail_3v3_1,rail_1v9_1,dsp_temp_1,error_flags_1,limit_flags_1,rx_error_count_1,tx_error_count_1,motor_velocity_1,vehicle_velocity_1,phase_current_b_1,drive_mode,throttle_value,regen_value,brake_pedal_value,cruise_down_on,cruise_up_on,reverse_on,horn_on,headlights_on,rearview_on,power_save_on,left_turn_on,right_turn_on,mppt_current_A0,mppt_power_A0,mppt_temp_A0,mppt_vin_A0,mppt_vout_A0,mppt_current_A1,mppt_power_A1,mppt_temp_A1,mppt_vin_A1,mppt_vout_A1,mppt_current_B0,mppt_power_B0,mppt_temp_B0,mppt_vin_B0,mppt_vout_B0,mppt_current_B1,mppt_power_B1,mppt_temp_B1,mppt_vin_B1,mppt_vout_B1,mppt_current_C0,mppt_power_C0,mppt_temp_C0,mppt_vin_C0,mppt_vout_C0,mppt_current_C1,mppt_power_C1,mppt_temp_C1,mppt_vin_C1,mppt_vout_C1,battery_current,charge_enabled,highside_contactor_on,lowside_contactor_on,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31
Yes,1.40,114.83,28.39,4.88,14.92,3.34,1.87,31.89,0x0,0x2,0,0,27.59,1.79,15.53,Yes,2.00,114.26,30.40,102.18,14.90,3.29,1.86,36.41,0x0,0x2,0,0,26.67,1.73,16.87,Manual,0.86,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0.00,0.00,29.10,0.00,113.07,0.00,0.00,30.22,0.00,113.07,0.00,0.00,28.21,0.00,0.00,0.00,0.00,29.22,0.00,0.00,0.00,0.00,28.21,0.00,113.80,0.00,0.00,29.33,0.00,113.80,-0.183018,1,1,1,3.6796,3.6750,3.6783,3.6842,3.6706,3.6697,3.6775,3.6671,3.6776,3.6840,3.6978,3.6828,3.6686,3.6783,3.6818,3.6734,3.6771,3.6714,3.6815,3.7137,3.6793,3.6621,3.6856,3.6747,3.6786,3.6844,3.6730,3.6625,3.6724,3.6798,3.6848,
Yes,6.69,110.42,28.38,4.88,14.90,3.33,1.87,31.89,0x0,0x2,0,0,69.97,4.54,32.72,Yes,6.61,110.61,30.39,102.18,14.89,3.29,1.86,36.38,0x0,0x2,0,0,65.28,4.23,35.79,Manual,0.87,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0.00,0.00,29.10,0.00,112.09,0.00,0.00,30.22,0.00,112.09,0.00,0.00,28.21,0.00,0.00,0.00,0.00,29.22,0.00,0.00,0.00,0.00,28.21,0.00,112.37,0.00,0.00,29.33,0.00,112.37,-0.181635,1,1,1,3.6075,3.5938,3.6022,3.6068,3.5965,3.6013,3.6023,3.5699,3.6032,3.6106,3.6276,3.6133,3.5480,3.6036,3.6032,3.6122,3.5761,3.5936,3.6077,3.6429,3.5914,3.6001,3.6174,3.5851,3.6026,3.6115,3.6017,3.5811,3.5868,3.6000,3.6177,
Yes,5.84,111.40,28.38,4.88,14.89,3.34,1.87,31.90,0x0,0x2,0,0,103.44,6.71,24.14,Yes,1.96,113.98,30.39,102.18,14.89,3.29,1.86,36.40,0x0,0x0,0,0,102.89,6.67,15.79,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0.00,0.00,29.10,0.00,117.16,0.00,0.00,30.33,0.00,117.16,0.00,0.00,28.21,0.00,0.00,0.00,0.00,29.22,0.00,0.00,0.00,0.00,28.21,0.00,117.61,0.00,0.00,29.44,0.00,117.61,-0.183066,1,1,1,3.7286,3.7265,3.7306,3.7322,3.7300,3.7309,3.7279,3.7231,3.7290,3.7303,3.7577,3.7300,3.7454,3.7279,3.7283,3.7261,3.7603,3.7243,3.7287,3.7635,3.7325,3.7155,3.7306,3.7301,3.7300,3.7309,3.7322,3.7317,3.7293,3.7293,3.7294,
Yes,0.00,115.72,28.37,4.88,14.92,3.34,1.87,31.90,0x0,0x0,0,0,92.35,5.99,0.00,Yes,0.00,115.64,30.40,102.18,14.90,3.29,1.86,36.41,0x0,0x0,0,0,93.55,6.07,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0.00,0.00,29.10,0.00,117.29,0.00,0.00,30.33,0.00,117.29,0.00,0.00,28.21,0.00,0.00,0.00,0.00,29.10,0.00,0.00,0.00,0.00,28.21,0.00,117.74,0.00,0.00,29.44,0.00,117.74,-0.181758,1,1,1,3.7301,3.7281,3.7321,3.7336,3.7314,3.7321,3.7292,3.7246,3.7303,3.7317,3.7593,3.7315,3.7471,3.7293,3.7296,3.7275,3.7617,3.7259,3.7301,3.7651,3.7338,3.7170,3.7320,3.7315,3.7314,3.7322,3.7338,3.7331,3.7307,3.7306,3.7306,
Yes,0.00,115.75,28.37,4.88,14.92,3.34,1.87,31.89,0x0,0x0,0,0,59.20,3.84,0.00,Yes,0.00,115.66,30.40,102.18,14.90,3.29,1.86,36.41,0x0,0x0,0,0,59.70,3.87,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0.00,0.00,29.10,0.00,117.29,0.00,0.00,30.33,0.00,117.29,0.00,0.00,28.21,0.00,0.00,0.00,0.00,29.22,0.00,0.00,0.00,0.00,28.21,0.00,117.76,0.00,0.00,29.44,0.00,117.76,-0.182315,1,1,1,3.7307,3.7287,3.7326,3.7341,3.7319,3.7326,3.7299,3.7252,3.7309,3.7324,3.7599,3.7320,3.7476,3.7300,3.7303,3.7281,3.7625,3.7265,3.7307,3.7657,3.7344,3.7174,3.7326,3.7322,3.7319,3.7329,3.7344,3.7338,3.7314,3.7312,3.7312,
Yes,5.37,111.56,28.36,4.88,14.92,3.34,1.87,31.89,0x0,0x2,0,0,67.31,4.37,26.50,Yes,6.24,110.72,30.40,102.18,14.90,3.29,1.86,36.41,0x0,0x2,0,0,65.96,4.28,30.92,Manual,0.91,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0.00,0.00,29.10,0.00,111.76,0.00,0.00,30.33,0.00,111.76,0.00,0.00,28.21,0.00,0.00,0.00,0.00,29.10,0.00,0.00,0.00,0.00,28.21,0.00,112.27,0.00,0.00,29.44,0.00,112.27,-0.182966,1,1,1,3.5959,3.5807,3.5871,3.6072,3.5961,3.5984,3.5913,3.5614,3.5884,3.6103,3.6246,3.6021,3.5299,3.5905,3.6057,3.6090,3.5767,3.5810,3.5958,3.6273,3.5937,3.5972,3.6078,3.5734,3.5891,3.6106,3.6006,3.5806,3.5742,3.5893,3.6062,
Yes,9.14,108.56,28.37,4.88,14.89,3.34,1.87,31.90,0x0,0x2,0,0,105.56,6.85,38.06,Yes,8.76,108.39,30.40,102.18,14.89,3.29,1.86,36.41,0x0,0x2,0,0,103.83,6.73,36.11,Manual,0.93,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0.00,0.00,29.10,0.00,110.54,0.00,0.00,30.22,0.00,110.54,0.00,0.00,28.21,0.00,0.00,0.00,0.00,29.22,0.00,0.00,0.00,0.00,28.21,0.00,111.03,0.00,0.00,29.44,0.00,111.03,-0.182982,1,1,1,3.5617,3.5438,3.5434,3.5581,3.5472,3.5599,3.5562,3.5207,3.5456,3.5630,3.5751,3.5690,3.4763,3.5482,3.5575,3.5653,3.5246,3.5440,3.5617,3.5854,3.5395,3.5532,3.5760,3.5340,3.5455,3.5638,3.5516,3.5376,3.5348,3.5540,3.5681,
Yes,10.94,107.15,28.36,4.88,14.89,3.34,1.87,31.90,0x0,0x2,0,0,144.13,9.35,35.35,Yes,10.11,107.05,30.40,102.18,14.89,3.29,1.86,36.41,0x0,0x2,0,0,142.13,9.22,35.56,Manual,0.92,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0.00,0.00,29.10,0.00,109.31,0.00,0.00,30.22,0.00,109.31,0.00,0.00,28.21,0.00,0.00,0.00,0.00,29.10,0.00,0.00,0.00,0.00,28.21,0.00,109.42,0.00,0.00,29.44,0.00,109.42,-0.181806,1,1,1,3.5135,3.5018,3.5037,3.5221,3.4989,3.5133,3.5070,3.4721,3.5065,3.5288,3.5268,3.5225,3.4122,3.5103,3.5224,3.5230,3.4610,3.4917,3.5214,3.5473,3.4999,3.5105,3.5312,3.4867,3.5071,3.5294,3.5044,3.4844,3.4791,3.5114,3.5343,
Yes,12.64,105.68,28.37,4.88,14.90,3.34,1.87,31.90,0x0,0x2,0,0,182.71,11.85,36.04,Yes,11.41,105.59,30.40,102.18,14.89,3.29,1.86,36.41,0x0,0x2,0,0,180.57,11.71,35.85,Manual,0.93,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0.00,0.00,29.10,0.00,107.25,0.00,0.00,30.22,0.00,107.25,0.00,0.00,28.21,0.00,0.00,0.00,0.00,29.10,0.00,0.00,0.00,0.00,28.21,0.00,108.21,0.00,0.00,29.44,0.00,108.21,-0.183209,1,1,1,3.4834,3.4621,3.4659,3.4948,3.4680,3.4737,3.4761,3.4276,3.4693,3.5027,3.4962,3.4936,3.3535,3.4741,3.4955,3.4960,3.4059,3.4591,3.4844,3.5113,3.4700,3.4832,3.5030,3.4434,3.4696,3.5037,3.4739,3.4392,3.4439,3.4726,3.5014,
Yes,14.13,104.15,28.38,4.88,14.90,3.34,1.87,31.90,0x0,0x2,0,0,223.24,14.48,36.87,Yes,13.13,104.02,30.40,102.18,14.89,3.29,1.86,36.41,0x0,0x2,0,0,222.62,14.44,37.82,Manual,0.92,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0.00,0.00,29.10,0.00,106.66,0.00,0.00,30.22,0.00,106.66,0.00,0.00,28.21,0.00,0.00,0.00,0.00,29.10,0.00,0.00,0.00,0.00,28.21,0.00,106.89,0.00,0.00,29.44,0.00,106.89,-0.182676,1,1,1,3.4527,3.4334,3.4340,3.4597,3.4276,3.4428,3.4446,3.3965,3.4379,3.4686,3.4553,3.4640,3.3119,3.4435,3.4612,3.4600,3.3641,3.4261,3.4581,3.4807,3.4311,3.4468,3.4746,3.4129,3.4384,3.4693,3.4333,3.4048,3.4089,3.4455,3.4738,
Yes,17.80,101.12,28.41,4.88,14.90,3.34,1.87,31.89,0x0,0x2,0,0,304.35,19.74,37.21,Yes,17.11,100.83,30.41,102.18,14.90,3.29,1.86,36.41,0x0,0x2,0,0,302.06,19.59,36.59,Manual,0.93,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0.00,0.00,29.10,0.00,102.63,0.00,0.00,30.22,0.00,102.63,0.00,0.00,28.21,0.00,0.00,0.00,0.00,29.10,0.00,0.00,0.00,0.00,28.21,0.00,103.58,0.00,0.00,29.33,0.00,103.58,-0.182247,1,1,1,3.3839,3.3545,3.3512,3.3700,3.3239,3.3394,3.3740,3.3117,3.3567,3.3823,3.3513,3.3976,3.2008,3.3636,3.3729,3.3688,3.2219,3.3513,3.3883,3.4013,3.3316,3.3547,3.4107,3.3309,3.3568,3.3831,3.3310,3.2877,3.3293,3.3719,3.4021,
Yes,19.90,99.49,28.43,4.88,14.90,3.34,1.87,31.89,0x0,0x2,0,0,339.89,22.04,37.15,Yes,18.76,99.40,30.41,102.18,14.89,3.29,1.86,36.40,0x0,0x2,0,0,337.93,21.91,36.50,Manual,0.93,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0.00,0.00,29.10,0.00,101.32,0.00,0.00,30.22,0.00,101.32,0.00,0.00,28.21,0.00,0.00,0.00,0.00,29.10,0.00,0.00,0.00,0.00,28.21,0.00,102.75,0.00,0.00,29.44,0.00,102.75,-0.181794,1,1,1,3.3376,3.3094,3.3070,3.3324,3.2793,3.2927,3.3262,3.2615,3.3133,3.3461,3.3068,3.3527,3.1345,3.3214,3.3358,3.3295,3.1578,3.3013,3.3465,3.3592,3.2906,3.3152,3.3675,3.2824,3.3132,3.3474,3.2871,3.2349,3.2756,3.3280,3.3637,
Yes,21.87,98.02,28.45,4.88,14.90,3.34,1.87,31.89,0x0,0x2,0,0,376.97,24.45,37.07,Yes,20.21,98.00,30.41,102.18,14.90,3.29,1.86,36.40,0x0,0x2,0,0,373.32,24.21,37.46,Manual,0.92,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0.00,0.00,29.10,0.00,99.69,0.00,0.00,30.22,0.00,99.69,0.00,0.00,28.21,0.00,0.00,0.00,0.00,29.10,0.00,0.00,0.00,0.00,28.21,0.00,100.69,0.00,0.00,29.44,0.00,100.69,-0.182390,1,1,1,3.2939,3.2607,3.2689,3.3101,3.2626,3.2753,3.2816,3.2103,3.2757,3.3248,3.2899,3.3106,3.0668,3.2846,3.3141,3.3144,3.1340,3.2541,3.3043,3.3224,3.2665,3.3000,3.3270,3.2328,3.2758,3.3256,3.2707,3.2155,3.2252,3.2835,3.3306,
Yes,23.59,96.45,28.48,4.88,14.90,3.34,1.87,31.89,0x0,0x2,0,0,412.44,26.75,36.81,Yes,21.50,96.52,30.42,102.18,14.89,3.29,1.86,36.40,0x0,0x2,0,0,407.33,26.41,37.33,Manual,0.92,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0.00,0.00,29.10,0.00,99.36,0.00,0.00,30.22,0.00,99.36,0.00,0.00,28.21,0.00,0.00,0.00,0.00,29.10,0.00,0.00,0.00,0.00,28.21,0.00,99.89,0.00,0.00,29.44,0.00,99.89,-0.181798,1,1,1,3.2433,3.2127,3.2106,3.2457,3.2054,3.2424,3.2296,3.1562,3.2186,3.2629,3.2321,3.2618,2.9952,3.2286,3.2511,3.2637,3.0902,3.1992,3.2593,3.2669,3.1951,3.2487,3.2800,3.1806,3.2186,3.2637,3.2137,3.1789,3.1666,3.2370,3.2806,
Yes,25.46,94.72,28.50,4.88,14.90,3.34,1.87,31.87,0x0,0x2,0,0,448.11,29.06,37.24,Yes,23.54,94.67,30.42,102.18,14.89,3.29,1.86,36.40,0x0,0x2,0,0,443.21,28.74,37.04,Manual,0.92,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0.00,0.00,29.10,0.00,96.53,0.00,0.00,30.33,0.00,96.53,0.00,0.00,28.21,0.00,0.00,0.00,0.00,29.10,0.00,0.00,0.00,0.00,28.21,0.00,96.59,0.00,0.00,29.44,0.00,96.59,-0.181234,1,1,1,3.2194,3.1978,3.1968,3.2227,3.1657,3.1906,3.2057,3.1377,3.2050,3.2414,3.1928,3.2388,2.9718,3.2153,3.2292,3.2288,3.0183,3.1736,3.2438,3.2534,3.1705,3.2137,3.2578,3.1626,3.2049,3.2428,3.1750,3.1194,3.1391,3.2206,3.2682,
Yes,27.48,93.27,28.52,4.88,14.90,3.34,1.87,31.87,0x0,0x2,0,0,481.79,31.24,37.28,Yes,25.48,93.16,30.42,102.18,14.89,3.29,1.86,36.38,0x0,0x2,0,0,477.83,30.99,36.72,Manual,0.92,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0.00,0.00,29.10,0.00,95.00,0.00,0.00,30.33,0.00,95.00,0.00,0.00,28.21,0.00,0.00,0.00,0.00,29.10,0.00,0.00,0.00,0.00,28.21,0.00,96.34,0.00,0.00,29.44,0.00,96.34,-0.182327,1,1,1,3.1570,3.1227,3.1219,3.1684,3.1267,3.1657,3.1413,3.0562,3.1315,3.1884,3.1535,3.1785,2.8629,3.1434,3.1754,3.1941,2.9850,3.1057,3.1764,3.1817,3.1099,3.1784,3.1998,3.0839,3.1311,3.1891,3.1360,3.0918,3.0666,3.1503,3.2035,
