alive_0,bus_current_0,bus_voltage_0,heatsink_temp_0,motor_temp_0,rail_15v_0,rail_3v3_0,rail_1v9_0,dsp_temp_0,error_flags_0,limit_flags_0,rx_error_count_0,tx_error_count_0,motor_velocity_0,vehicle_velocity_0,phase_current_b_0,alive_1,bus_current_1,bus_voltage_1,heatsink_temp_1,motor_temp_1,rail_15v_1,rail_3v3_1,rail_1v9_1,dsp_temp_1,error_flags_1,limit_flags_1,rx_error_count_1,tx_error_count_1,motor_velocity_1,vehicle_velocity_1,phase_current_b_1,drive_mode,throttle_value,regen_value,brake_pedal_value,cruise_down_on,cruise_up_on,reverse_on,horn_on,headlights_on,rearview_on,power_save_on,left_turn_on,right_turn_on,mppt_current_A0,mppt_power_A0,mppt_temp_A0,mppt_vin_A0,mppt_vout_A0,mppt_current_A1,mppt_power_A1,mppt_temp_A1,mppt_vin_A1,mppt_vout_A1,mppt_current_B0,mppt_power_B0,mppt_temp_B0,mppt_vin_B0,mppt_vout_B0,mppt_current_B1,mppt_power_B1,mppt_temp_B1,mppt_vin_B1,mppt_vout_B1,mppt_current_C0,mppt_power_C0,mppt_temp_C0,mppt_vin_C0,mppt_vout_C0,mppt_current_C1,mppt_power_C1,mppt_temp_C1,mppt_vin_C1,mppt_vout_C1,battery_current,charge_enabled,highside_contactor_on,lowside_contactor_on,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31
Yes,0.00,119.58,31.23,4.88,14.94,3.34,1.86,33.46,0x0,0x0,0,0,-0.04,-0.00,0.00,Yes,0.00,119.36,33.29,102.18,14.91,3.29,1.86,38.08,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.28,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,3.68,99.78,35.66,27.10,121.04,3.61,125.08,37.77,34.62,121.04,0.00,0.00,33.22,0.00,121.67,3.61,80.06,35.66,22.16,121.67,3.06,64.77,34.77,21.16,121.53,3.68,71.76,36.77,19.49,121.53,-0.182343,1,1,1,3.8388,3.8430,3.8436,3.8415,3.8426,3.8415,3.8383,3.8437,3.8411,3.8376,3.8804,3.8373,3.8811,3.8379,3.8363,3.8343,3.8950,3.8447,3.8362,3.8798,3.8433,3.8225,3.8363,3.8453,3.8418,3.8382,3.8439,3.8474,3.8452,3.8389,3.8346,
Yes,0.00,119.57,31.23,4.88,14.94,3.34,1.86,33.46,0x0,0x0,0,0,-2.88,-0.19,0.00,Yes,0.00,119.36,33.29,101.90,14.91,3.29,1.86,38.08,0x0,0x0,0,0,-2.74,-0.18,0.00,Neutral,0.64,0.00,0.08,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,3.52,99.83,35.66,28.40,121.04,3.67,124.18,37.77,33.80,121.04,0.00,0.00,33.22,0.00,121.59,3.73,79.29,35.66,21.24,121.59,3.26,63.72,34.66,19.57,121.51,3.91,71.79,36.77,18.37,121.51,-0.182422,1,1,1,3.8386,3.8428,3.8435,3.8416,3.8426,3.8413,3.8379,3.8434,3.8410,3.8378,3.8804,3.8370,3.8809,3.8379,3.8365,3.8343,3.8948,3.8445,3.8358,3.8798,3.8433,3.8226,3.8361,3.8450,3.8418,3.8384,3.8442,3.8474,3.8451,3.8386,3.8348,
Yes,0.00,119.59,31.24,4.88,14.94,3.34,1.86,33.48,0x0,0x0,0,0,-3.71,-0.24,0.00,Yes,0.00,119.36,33.29,102.18,14.91,3.29,1.86,38.08,0x0,0x0,0,0,-3.94,-0.26,0.00,Neutral,0.79,0.00,0.18,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,3.62,99.88,35.77,27.63,121.04,3.56,124.28,37.88,34.91,121.04,0.00,0.00,33.22,0.00,121.69,3.56,79.85,35.66,22.41,121.69,3.20,65.87,34.77,20.61,121.53,3.75,72.26,36.88,19.29,121.53,-0.181949,1,1,1,3.8390,3.8433,3.8439,3.8418,3.8429,3.8417,3.8384,3.8440,3.8413,3.8379,3.8808,3.8375,3.8815,3.8382,3.8368,3.8344,3.8951,3.8450,3.8364,3.8801,3.8436,3.8230,3.8365,3.8455,3.8419,3.8388,3.8441,3.8476,3.8456,3.8391,3.8348,
Yes,0.00,119.58,31.24,4.88,14.94,3.34,1.86,33.48,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,119.36,33.29,101.90,14.91,3.29,1.86,38.08,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.32,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,3.59,100.32,35.77,27.93,120.98,3.64,124.23,37.88,34.13,120.98,0.00,0.00,33.22,0.00,121.65,3.69,79.84,35.66,21.63,121.65,3.22,65.87,34.77,20.45,121.53,3.82,72.58,36.88,18.98,121.53,-0.182291,1,1,1,3.8389,3.8432,3.8438,3.8417,3.8428,3.8414,3.8383,3.8439,3.8413,3.8379,3.8805,3.8374,3.8814,3.8381,3.8366,3.8345,3.8950,3.8450,3.8363,3.8803,3.8435,3.8228,3.8364,3.8456,3.8421,3.8384,3.8440,3.8475,3.8455,3.8392,3.8350,
Yes,0.00,119.55,31.24,4.88,14.94,3.34,1.86,33.50,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,119.34,33.30,101.90,14.91,3.29,1.86,38.10,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.28,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,3.51,99.66,35.77,28.40,121.04,3.69,124.29,37.88,33.70,121.04,0.00,0.00,33.22,0.00,121.65,3.63,80.26,35.66,22.08,121.65,3.19,65.58,34.77,20.55,121.53,3.89,72.23,36.88,18.55,121.53,-0.182446,1,1,1,3.8388,3.8430,3.8436,3.8416,3.8429,3.8416,3.8382,3.8437,3.8412,3.8378,3.8808,3.8373,3.8812,3.8380,3.8365,3.8343,3.8949,3.8447,3.8361,3.8798,3.8434,3.8227,3.8362,3.8453,3.8417,3.8383,3.8441,3.8475,3.8454,3.8390,3.8346,
Yes,0.00,119.59,31.24,4.88,14.93,3.34,1.86,33.51,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,119.34,33.30,101.90,14.91,3.29,1.86,38.10,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.28,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,3.67,99.67,35.77,27.12,121.04,3.58,124.94,37.88,34.88,121.04,0.00,0.00,33.22,0.00,121.65,3.62,80.01,35.66,22.12,121.65,3.19,66.04,34.77,20.71,121.53,3.72,72.15,36.88,19.41,121.53,-0.182195,1,1,1,3.8391,3.8434,3.8440,3.8420,3.8432,3.8419,3.8383,3.8442,3.8415,3.8381,3.8809,3.8376,3.8816,3.8383,3.8369,3.8347,3.8954,3.8452,3.8365,3.8802,3.8437,3.8230,3.8364,3.8455,3.8422,3.8387,3.8444,3.8479,3.8456,3.8390,3.8352,
Yes,0.00,119.60,31.24,4.88,14.93,3.34,1.86,33.49,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,119.35,33.30,101.90,14.91,3.29,1.86,38.12,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.94,0.00,0.25,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,3.56,100.07,35.77,28.14,121.04,3.58,124.61,37.88,34.76,121.04,0.00,0.00,33.22,0.00,121.69,3.75,79.19,35.66,21.14,121.69,3.23,65.39,34.77,20.22,121.53,3.88,72.07,36.88,18.59,121.53,-0.182954,1,1,1,3.8393,3.8434,3.8440,3.8421,3.8429,3.8415,3.8386,3.8439,3.8415,3.8383,3.8810,3.8377,3.8814,3.8383,3.8368,3.8347,3.8953,3.8453,3.8363,3.8803,3.8439,3.8231,3.8366,3.8455,3.8421,3.8387,3.8444,3.8479,3.8457,3.8392,3.8350,
Yes,0.00,119.58,31.25,4.88,14.94,3.34,1.86,33.50,0x0,0x0,0,0,-0.15,-0.01,0.00,Yes,0.00,119.36,33.30,101.90,14.91,3.29,1.86,38.12,0x0,0x0,0,0,-0.30,-0.02,0.00,Neutral,0.00,0.00,0.32,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,3.67,100.20,35.77,27.34,121.04,3.62,124.19,37.88,34.27,121.04,0.00,0.00,33.22,0.00,121.69,3.60,79.88,35.66,22.20,121.69,3.20,66.29,34.77,20.69,121.53,3.81,72.47,36.88,19.02,121.53,-0.182803,1,1,1,3.8393,3.8432,3.8437,3.8418,3.8428,3.8416,3.8389,3.8440,3.8413,3.8379,3.8809,3.8376,3.8815,3.8381,3.8366,3.8345,3.8953,3.8451,3.8364,3.8800,3.8437,3.8228,3.8365,3.8456,3.8419,3.8386,3.8443,3.8477,3.8456,3.8393,3.8346,
Yes,0.00,119.58,31.25,4.88,14.93,3.34,1.86,33.52,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,119.36,33.31,101.90,14.91,3.29,1.86,38.13,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.33,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,3.53,99.80,35.77,28.24,121.04,3.62,124.67,37.99,34.44,121.04,0.00,0.00,33.22,0.00,121.69,3.63,80.16,35.66,22.10,121.69,3.22,65.81,34.77,20.43,121.53,3.89,72.06,36.88,18.51,121.53,-0.183105,1,1,1,3.8393,3.8433,3.8440,3.8419,3.8431,3.8417,3.8386,3.8442,3.8416,3.8380,3.8810,3.8377,3.8815,3.8383,3.8368,3.8347,3.8953,3.8452,3.8364,3.8804,3.8438,3.8231,3.8365,3.8456,3.8421,3.8388,3.8443,3.8478,3.8457,3.8393,3.8350,
Yes,0.00,119.59,31.25,4.88,14.93,3.34,1.86,33.53,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,119.36,33.30,101.90,14.91,3.29,1.86,38.13,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.33,0x0,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,3.64,100.04,35.77,27.50,121.06,3.68,123.78,37.99,33.60,121.06,0.00,0.00,33.22,0.00,121.69,3.58,79.85,35.66,22.28,121.69,3.18,65.82,34.77,20.71,121.53,3.66,71.49,36.88,19.55,121.53,-0.183217,1,1,1,3.8391,3.8434,3.8440,3.8420,3.8433,3.8419,3.8383,3.8440,3.8415,3.8381,3.8812,3.8376,3.8817,3.8383,3.8370,3.8347,3.8957,3.8451,3.8365,3.8804,3.8440,3.8232,3.8366,3.8455,3.8421,3.8388,3.8446,3.8483,3.8455,3.8392,3.8350,
Yes,0.00,119.59,31.24,4.88,14.94,3.34,1.86,33.50,0x0,0x0,0,0,-0.87,-0.06,0.00,Yes,0.00,119.36,33.30,101.90,14.91,3.29,1.86,38.13,0x0,0x0,0,0,-1.05,-0.07,0.00,Reverse,0.00,0.00,0.32,0x0,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,3.64,100.15,35.77,27.50,121.06,3.59,124.50,37.99,34.66,121.06,0.00,0.00,33.22,0.00,121.69,3.72,79.61,35.66,21.43,121.69,3.24,63.67,34.77,19.65,121.53,3.94,70.49,36.88,17.90,121.53,-0.183749,1,1,1,3.8389,3.8431,3.8437,3.8418,3.8429,3.8416,3.8382,3.8438,3.8412,3.8379,3.8807,3.8375,3.8812,3.8380,3.8366,3.8346,3.8951,3.8449,3.8362,3.8801,3.8436,3.8229,3.8363,3.8453,3.8419,3.8386,3.8441,3.8475,3.8454,3.8390,3.8349,
Yes,0.00,119.59,31.25,4.88,14.94,3.34,1.86,33.51,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,119.38,33.31,101.90,14.91,3.29,1.86,38.14,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.30,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,3.53,99.46,35.77,28.20,121.04,3.58,124.30,37.99,34.74,121.04,0.00,0.00,33.22,0.00,121.67,3.52,79.71,35.77,22.67,121.67,3.19,66.08,34.77,20.69,121.53,3.78,72.29,36.88,19.10,121.53,-0.182537,1,1,1,3.8391,3.8433,3.8439,3.8418,3.8429,3.8417,3.8384,3.8440,3.8415,3.8380,3.8808,3.8375,3.8814,3.8384,3.8368,3.8346,3.8952,3.8450,3.8363,3.8804,3.8437,3.8229,3.8364,3.8454,3.8422,3.8386,3.8444,3.8478,3.8452,3.8390,3.8350,
Yes,0.00,119.59,31.25,4.88,14.94,3.34,1.86,33.52,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,119.37,33.31,101.90,14.91,3.29,1.86,38.14,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.32,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,3.63,100.13,35.77,27.56,121.04,3.66,124.26,37.99,33.95,121.04,0.00,0.00,33.22,0.00,121.61,3.71,79.57,35.66,21.47,121.61,3.17,65.80,34.66,20.75,121.53,3.82,72.35,36.77,18.94,121.53,-0.182609,1,1,1,3.8393,3.8434,3.8440,3.8421,3.8430,3.8417,3.8388,3.8442,3.8415,3.8380,3.8810,3.8378,3.8816,3.8384,3.8369,3.8347,3.8953,3.8454,3.8365,3.8804,3.8440,3.8230,3.8367,3.8457,3.8422,3.8389,3.8445,3.8478,3.8459,3.8393,3.8351,
Yes,0.00,119.57,31.26,4.88,14.94,3.34,1.86,33.54,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,119.36,33.31,101.90,14.91,3.29,1.86,38.16,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.33,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,3.54,100.13,35.88,28.30,121.04,3.57,124.49,37.99,34.88,121.04,0.00,0.00,33.22,0.00,121.63,3.64,79.99,35.77,22.00,121.63,3.20,65.82,34.77,20.57,121.53,3.71,71.90,36.88,19.37,121.53,-0.182772,1,1,1,3.8393,3.8435,3.8441,3.8420,3.8431,3.8417,3.8387,3.8441,3.8415,3.8382,3.8813,3.8377,3.8817,3.8384,3.8370,3.8348,3.8953,3.8453,3.8366,3.8806,3.8441,3.8231,3.8366,3.8458,3.8423,3.8390,3.8445,3.8478,3.8458,3.8394,3.8352,
Yes,0.00,119.60,31.25,4.88,14.94,3.34,1.86,33.54,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,119.37,33.31,101.90,14.91,3.29,1.86,38.16,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.32,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,3.64,99.64,35.88,27.38,121.04,3.64,124.60,37.99,34.25,121.04,0.00,0.00,33.22,0.00,121.67,3.66,79.74,35.77,21.81,121.67,3.21,66.01,34.77,20.55,121.53,3.85,71.69,36.88,18.61,121.53,-0.182736,1,1,1,3.8396,3.8438,3.8440,3.8423,3.8432,3.8418,3.8388,3.8444,3.8421,3.8385,3.8813,3.8380,3.8820,3.8386,3.8370,3.8349,3.8956,3.8455,3.8368,3.8807,3.8440,3.8232,3.8368,3.8460,3.8424,3.8389,3.8446,3.8479,3.8461,3.8397,3.8354,
Yes,0.00,119.58,31.26,4.88,14.94,3.34,1.86,33.56,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,119.38,33.31,101.90,14.91,3.29,1.86,38.16,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.33,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,3.56,99.90,35.88,28.03,121.04,3.65,124.53,37.99,34.09,121.04,0.00,0.00,33.33,0.00,121.67,3.54,79.35,35.77,22.41,121.67,3.25,62.50,34.77,19.26,121.51,3.76,72.06,36.99,19.18,121.51,-0.182569,1,1,1,3.8391,3.8433,3.8440,3.8420,3.8430,3.8418,3.8385,3.8440,3.8413,3.8381,3.8812,3.8376,3.8814,3.8383,3.8368,3.8346,3.8953,3.8451,3.8363,3.8804,3.8439,3.8230,3.8366,3.8456,3.8422,3.8388,3.8443,3.8478,3.8456,3.8393,3.8350,
