alive_0,bus_current_0,bus_voltage_0,heatsink_temp_0,motor_temp_0,rail_15v_0,rail_3v3_0,rail_1v9_0,dsp_temp_0,error_flags_0,limit_flags_0,rx_error_count_0,tx_error_count_0,motor_velocity_0,vehicle_velocity_0,phase_current_b_0,alive_1,bus_current_1,bus_voltage_1,heatsink_temp_1,motor_temp_1,rail_15v_1,rail_3v3_1,rail_1v9_1,dsp_temp_1,error_flags_1,limit_flags_1,rx_error_count_1,tx_error_count_1,motor_velocity_1,vehicle_velocity_1,phase_current_b_1,drive_mode,throttle_value,regen_value,brake_pedal_value,cruise_down_on,cruise_up_on,reverse_on,horn_on,headlights_on,rearview_on,power_save_on,left_turn_on,right_turn_on,mppt_current_A0,mppt_power_A0,mppt_temp_A0,mppt_vin_A0,mppt_vout_A0,mppt_current_A1,mppt_power_A1,mppt_temp_A1,mppt_vin_A1,mppt_vout_A1,mppt_current_B0,mppt_power_B0,mppt_temp_B0,mppt_vin_B0,mppt_vout_B0,mppt_current_B1,mppt_power_B1,mppt_temp_B1,mppt_vin_B1,mppt_vout_B1,mppt_current_C0,mppt_power_C0,mppt_temp_C0,mppt_vin_C0,mppt_vout_C0,mppt_current_C1,mppt_power_C1,mppt_temp_C1,mppt_vin_C1,mppt_vout_C1,battery_current,charge_enabled,highside_contactor_on,lowside_contactor_on,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31
Yes,18.64,100.97,28.11,4.88,14.90,3.34,1.87,32.09,0x0,0x2,0,0,306.49,19.88,38.11,Yes,17.30,101.01,29.93,102.18,14.89,3.29,1.86,36.35,0x0,0x2,0,0,305.49,19.81,36.96,Manual,0.94,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,29.55,0.00,103.24,0.00,0.00,30.66,0.00,103.24,0.00,0.00,28.66,0.00,0.00,0.00,0.00,29.55,0.00,0.00,0.00,0.00,28.77,0.00,103.97,0.00,0.00,29.88,0.00,103.97,-0.182231,1,1,1,3.3794,3.3513,3.3446,3.3753,3.3433,3.3548,3.3691,3.3053,3.3508,3.3893,3.3689,3.3932,3.1929,3.3583,3.3796,3.3855,3.2462,3.3468,3.3830,3.3972,3.3444,3.3712,3.4069,3.3241,3.3504,3.3901,3.3484,3.3058,3.3218,3.3656,3.3980,
Yes,19.68,100.00,28.13,4.88,14.90,3.34,1.87,32.11,0x0,0x2,0,0,329.21,21.35,37.18,Yes,18.26,99.86,29.94,102.18,14.89,3.29,1.86,36.35,0x0,0x2,0,0,326.45,21.17,37.68,Manual,0.94,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,29.55,0.00,103.09,0.00,0.00,30.66,0.00,103.09,0.00,0.00,28.66,0.00,0.00,0.00,0.00,29.55,0.00,0.00,0.00,0.00,28.77,0.00,102.63,0.00,0.00,29.88,0.00,102.63,-0.182561,1,1,1,3.3562,3.3351,3.3312,3.3442,3.2928,3.3014,3.3452,3.2900,3.3377,3.3602,3.3185,3.3707,3.1729,3.3453,3.3499,3.3407,3.1743,3.3216,3.3698,3.3847,3.3113,3.3262,3.3850,3.3092,3.3373,3.3615,3.2984,3.2457,3.2950,3.3524,3.3863,
Yes,20.66,99.06,28.14,4.88,14.90,3.34,1.87,32.11,0x0,0x2,0,0,353.07,22.90,36.96,Yes,19.05,99.11,29.95,102.18,14.89,3.29,1.86,36.32,0x0,0x2,0,0,351.27,22.78,37.24,Manual,0.94,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,29.55,0.00,100.59,0.00,0.00,30.66,0.00,100.59,0.00,0.00,28.66,0.00,0.00,0.00,0.00,29.55,0.00,0.00,0.00,0.00,28.77,0.00,102.67,0.00,0.00,29.88,0.00,102.67,-0.182533,1,1,1,3.3046,3.2834,3.2875,3.3242,3.2948,3.3149,3.2925,3.2305,3.2943,3.3408,3.3199,3.3211,3.0953,3.3028,3.3305,3.3417,3.1934,3.2661,3.3202,3.3421,3.2901,3.3273,3.3374,3.2514,3.2941,3.3417,3.2998,3.2616,3.2354,3.3003,3.3484,
Yes,21.43,98.13,28.16,4.88,14.90,3.34,1.87,32.10,0x0,0x2,0,0,371.55,24.09,37.67,Yes,20.44,98.15,29.96,102.18,14.89,3.29,1.86,36.30,0x0,0x2,0,0,369.91,23.99,36.98,Manual,0.94,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,29.55,0.00,100.93,0.00,0.00,30.66,0.00,100.93,0.00,0.00,28.66,0.00,0.00,0.00,0.00,29.55,0.00,0.00,0.00,0.00,28.77,0.00,100.36,0.00,0.00,29.88,0.00,100.36,-0.182863,1,1,1,3.3007,3.2721,3.2662,3.2935,3.2502,3.2648,3.2883,3.2205,3.2733,3.3110,3.2753,3.3173,3.0830,3.2823,3.3000,3.3025,3.1253,3.2618,3.3120,3.3219,3.2563,3.2876,3.3337,3.2420,3.2731,3.3118,3.2558,3.2049,3.2310,3.2920,3.3297,
Yes,22.58,97.24,28.17,4.88,14.90,3.34,1.87,32.08,0x0,0x2,0,0,392.34,25.44,37.91,Yes,21.83,97.04,29.97,102.18,14.89,3.29,1.86,36.30,0x0,0x2,0,0,391.67,25.40,38.22,Manual,0.94,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,29.55,0.00,99.71,0.00,0.00,30.66,0.00,99.71,0.00,0.00,28.66,0.00,0.00,0.00,0.00,29.55,0.00,0.00,0.00,0.00,28.77,0.00,100.50,0.00,0.00,29.88,0.00,100.50,-0.182537,1,1,1,3.2832,3.2665,3.2649,3.2899,3.2378,3.2564,3.2707,3.2108,3.2725,3.3067,3.2638,3.3002,3.0702,3.2814,3.2955,3.2918,3.1128,3.2426,3.3039,3.3203,3.2496,3.2776,3.3177,3.2320,3.2720,3.3075,3.2446,3.1948,3.2112,3.2827,3.3285,
Yes,24.19,96.19,28.18,4.88,14.90,3.34,1.87,32.08,0x0,0x2,0,0,412.18,26.73,37.35,Yes,22.73,96.30,29.98,102.18,14.89,3.29,1.86,36.30,0x0,0x2,0,0,411.22,26.67,37.60,Manual,0.94,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,29.55,0.00,99.49,0.00,0.00,30.66,0.00,99.49,0.00,0.00,28.66,0.00,0.00,0.00,0.00,29.55,0.00,0.00,0.00,0.00,28.77,0.00,98.79,0.00,0.00,29.88,0.00,98.79,-0.182088,1,1,1,3.2175,3.1963,3.2029,3.2427,3.2019,3.2278,3.2031,3.1350,3.2114,3.2614,3.2276,3.2368,2.9702,3.2217,3.2498,3.2603,3.0742,3.1718,3.2407,3.2611,3.1993,3.2452,3.2566,3.1585,3.2108,3.2625,3.2092,3.1628,3.1347,3.2170,3.2749,
Yes,0.00,115.59,28.20,4.88,14.92,3.34,1.86,32.08,0x0,0x0,0,0,402.14,26.08,0.00,Yes,0.00,115.52,30.00,102.18,14.90,3.29,1.86,36.30,0x0,0x0,0,0,400.43,25.97,0.00,Manual,0.90,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,29.55,0.00,117.12,0.00,0.00,30.66,0.00,117.12,0.00,0.00,28.66,0.00,0.00,0.00,0.00,29.55,0.00,0.00,0.00,0.00,28.77,0.00,117.61,0.00,0.00,29.88,0.00,117.61,-0.181480,1,1,1,3.7269,3.7248,3.7284,3.7302,3.7284,3.7291,3.7262,3.7215,3.7268,3.7285,3.7550,3.7283,3.7438,3.7261,3.7266,3.7243,3.7576,3.7226,3.7270,3.7612,3.7307,3.7139,3.7286,3.7278,3.7277,3.7288,3.7303,3.7300,3.7271,3.7272,3.7272,
Yes,0.21,115.43,28.23,4.88,14.90,3.34,1.87,32.06,0x0,0x0,0,0,385.25,24.98,2.31,Yes,0.07,115.46,30.00,102.18,14.89,3.29,1.86,36.29,0x0,0x0,0,0,383.63,24.88,1.24,Neutral,0.00,0.00,0.17,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,29.55,0.00,117.12,0.00,0.00,30.66,0.00,117.12,0.00,0.00,28.66,0.00,0.00,0.00,0.00,29.55,0.00,0.00,0.00,0.00,28.77,0.00,117.61,0.00,0.00,29.88,0.00,117.61,-0.182422,1,1,1,3.7273,3.7254,3.7290,3.7303,3.7287,3.7293,3.7267,3.7219,3.7274,3.7288,3.7557,3.7288,3.7443,3.7266,3.7271,3.7247,3.7581,3.7231,3.7273,3.7617,3.7312,3.7142,3.7291,3.7283,3.7281,3.7291,3.7308,3.7304,3.7277,3.7278,3.7277,
Yes,0.00,115.78,28.25,4.88,14.92,3.34,1.86,32.00,0x0,0x0,0,0,208.16,13.50,0.00,Yes,0.00,115.69,30.02,102.18,14.90,3.29,1.86,36.32,0x0,0x0,0,0,207.15,13.43,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,29.55,0.00,117.29,0.00,0.00,30.66,0.00,117.29,0.00,0.00,28.54,0.00,0.00,0.00,0.00,29.55,0.00,0.00,0.00,0.00,28.77,0.00,117.78,0.00,0.00,29.88,0.00,117.78,-0.182561,1,1,1,3.7319,3.7303,3.7336,3.7352,3.7333,3.7340,3.7312,3.7267,3.7319,3.7334,3.7609,3.7333,3.7492,3.7312,3.7314,3.7293,3.7634,3.7282,3.7321,3.7669,3.7357,3.7188,3.7336,3.7329,3.7327,3.7337,3.7354,3.7349,3.7324,3.7324,3.7322,
Yes,0.00,115.81,28.25,4.88,14.92,3.34,1.86,32.01,0x0,0x0,0,0,164.17,10.65,0.00,Yes,0.00,115.73,30.04,102.18,14.90,3.29,1.86,36.35,0x0,0x0,0,0,162.17,10.52,0.00,Neutral,0.00,0.00,0.05,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x1,0.00,0.00,29.55,0.00,117.31,0.00,0.00,30.66,0.00,117.31,0.00,0.00,28.54,0.00,0.00,0.00,0.00,29.55,0.00,0.00,0.00,0.00,28.66,0.00,117.78,0.00,0.00,29.77,0.00,117.78,-0.182458,1,1,1,3.7336,3.7322,3.7353,3.7368,3.7348,3.7354,3.7327,3.7286,3.7336,3.7350,3.7627,3.7350,3.7508,3.7328,3.7333,3.7309,3.7651,3.7301,3.7336,3.7686,3.7373,3.7203,3.7353,3.7347,3.7346,3.7354,3.7371,3.7366,3.7341,3.7340,3.7340,
Yes,0.00,115.84,28.26,4.88,14.92,3.34,1.86,32.03,0x0,0x0,0,0,148.65,9.64,0.00,Yes,0.00,115.77,30.05,102.18,14.90,3.29,1.86,36.35,0x0,0x0,0,0,139.44,9.04,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x1,0.00,0.00,29.55,0.00,117.37,0.00,0.00,30.66,0.00,117.37,0.00,0.00,28.54,0.00,0.00,0.00,0.00,29.55,0.00,0.00,0.00,0.00,28.66,0.00,117.78,0.00,0.00,29.77,0.00,117.78,-0.183125,1,1,1,3.7345,3.7331,3.7364,3.7379,3.7358,3.7365,3.7336,3.7298,3.7349,3.7363,3.7639,3.7358,3.7519,3.7338,3.7343,3.7318,3.7662,3.7311,3.7345,3.7697,3.7383,3.7214,3.7363,3.7358,3.7355,3.7364,3.7380,3.7375,3.7351,3.7349,3.7349,
Yes,0.00,115.89,28.26,4.88,14.92,3.34,1.86,32.04,0x0,0x0,0,0,139.51,9.05,0.00,Yes,0.00,115.79,30.06,102.18,14.90,3.29,1.86,36.36,0x0,0x0,0,0,127.92,8.30,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x1,0.00,0.00,29.55,0.00,117.43,0.00,0.00,30.66,0.00,117.43,0.00,0.00,28.54,0.00,0.00,0.00,0.00,29.55,0.00,0.00,0.00,0.00,28.66,0.00,117.84,0.00,0.00,29.77,0.00,117.84,-0.182287,1,1,1,3.7355,3.7343,3.7373,3.7388,3.7369,3.7375,3.7346,3.7307,3.7357,3.7371,3.7651,3.7369,3.7530,3.7347,3.7352,3.7330,3.7674,3.7322,3.7356,3.7708,3.7392,3.7224,3.7373,3.7368,3.7365,3.7374,3.7391,3.7386,3.7360,3.7359,3.7359,
Yes,12.92,105.33,28.25,4.88,14.90,3.34,1.87,32.04,0x0,0x2,0,0,217.03,14.07,34.81,Yes,12.45,105.27,30.09,102.18,14.89,3.29,1.86,36.35,0x0,0x2,0,0,215.33,13.96,35.52,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,29.55,0.00,117.25,0.00,0.00,30.55,0.00,117.25,0.00,0.00,28.54,0.00,0.00,0.00,0.00,29.55,0.00,0.00,0.00,0.00,28.66,0.00,117.65,0.00,0.00,29.77,0.00,117.65,-0.182402,1,1,1,3.4847,3.4682,3.4631,3.4849,3.4646,3.4770,3.4773,3.4359,3.4669,3.4935,3.4921,3.4948,3.3657,3.4717,3.4864,3.4922,3.4130,3.4610,3.4912,3.5100,3.4625,3.4799,3.5047,3.4508,3.4669,3.4942,3.4697,3.4439,3.4448,3.4793,3.4996,
Yes,0.00,115.80,28.26,4.88,14.92,3.34,1.86,32.04,0x0,0x0,0,0,210.72,13.66,0.00,Yes,0.00,115.72,30.12,102.18,14.90,3.29,1.86,36.33,0x0,0x0,0,0,210.80,13.67,0.00,Manual,0.92,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,29.55,0.00,108.93,0.00,0.00,30.55,0.00,108.93,0.00,0.00,28.54,0.00,0.00,0.00,0.00,29.55,0.00,0.00,0.00,0.00,28.66,0.00,107.54,0.00,0.00,29.77,0.00,107.54,-0.181027,1,1,1,3.7333,3.7319,3.7351,3.7366,3.7347,3.7352,3.7324,3.7283,3.7335,3.7349,3.7625,3.7347,3.7508,3.7326,3.7329,3.7306,3.7649,3.7298,3.7335,3.7685,3.7370,3.7201,3.7351,3.7345,3.7343,3.7352,3.7368,3.7363,3.7339,3.7337,3.7336,
Yes,15.33,103.62,28.27,4.88,14.90,3.34,1.87,32.04,0x0,0x2,0,0,241.48,15.66,37.62,Yes,14.33,103.51,30.12,102.18,14.89,3.29,1.86,36.33,0x0,0x2,0,0,241.17,15.64,36.42,Manual,0.93,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,29.55,0.00,105.79,0.00,0.00,30.55,0.00,105.79,0.00,0.00,28.54,0.00,0.00,0.00,0.00,29.55,0.00,0.00,0.00,0.00,28.66,0.00,105.68,0.00,0.00,29.77,0.00,105.68,-0.181699,1,1,1,3.4426,3.4257,3.4238,3.4478,3.4212,3.4355,3.4339,3.3895,3.4282,3.4581,3.4492,3.4543,3.3038,3.4342,3.4503,3.4544,3.3566,3.4157,3.4525,3.4728,3.4221,3.4418,3.4656,3.4056,3.4284,3.4587,3.4272,3.3965,3.3956,3.4389,3.4659,
Yes,16.88,102.17,28.28,4.88,14.90,3.34,1.87,32.04,0x0,0x2,0,0,272.86,17.69,38.07,Yes,15.54,102.16,30.13,102.18,14.89,3.29,1.86,36.33,0x0,0x2,0,0,272.64,17.68,36.97,Manual,0.94,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,29.55,0.00,104.20,0.00,0.00,30.55,0.00,104.20,0.00,0.00,28.54,0.00,0.00,0.00,0.00,29.55,0.00,0.00,0.00,0.00,28.66,0.00,104.93,0.00,0.00,29.77,0.00,104.93,-0.182188,1,1,1,3.4024,3.3749,3.3702,3.3959,3.3593,3.3758,3.3927,3.3335,3.3759,3.4085,3.3871,3.4154,3.2289,3.3827,3.3994,3.3996,3.2756,3.3720,3.4059,3.4216,3.3652,3.3869,3.4282,3.3513,3.3759,3.4093,3.3660,3.3294,3.3493,3.3902,3.4198,
