alive_0,bus_current_0,bus_voltage_0,heatsink_temp_0,motor_temp_0,rail_15v_0,rail_3v3_0,rail_1v9_0,dsp_temp_0,error_flags_0,limit_flags_0,rx_error_count_0,tx_error_count_0,motor_velocity_0,vehicle_velocity_0,phase_current_b_0,alive_1,bus_current_1,bus_voltage_1,heatsink_temp_1,motor_temp_1,rail_15v_1,rail_3v3_1,rail_1v9_1,dsp_temp_1,error_flags_1,limit_flags_1,rx_error_count_1,tx_error_count_1,motor_velocity_1,vehicle_velocity_1,phase_current_b_1,drive_mode,throttle_value,regen_value,brake_pedal_value,cruise_down_on,cruise_up_on,reverse_on,horn_on,headlights_on,rearview_on,power_save_on,left_turn_on,right_turn_on,mppt_current_A0,mppt_power_A0,mppt_temp_A0,mppt_vin_A0,mppt_vout_A0,mppt_current_A1,mppt_power_A1,mppt_temp_A1,mppt_vin_A1,mppt_vout_A1,mppt_current_B0,mppt_power_B0,mppt_temp_B0,mppt_vin_B0,mppt_vout_B0,mppt_current_B1,mppt_power_B1,mppt_temp_B1,mppt_vin_B1,mppt_vout_B1,mppt_current_C0,mppt_power_C0,mppt_temp_C0,mppt_vin_C0,mppt_vout_C0,mppt_current_C1,mppt_power_C1,mppt_temp_C1,mppt_vin_C1,mppt_vout_C1,charge_enabled,highside_contactor_on,lowside_contactor_on,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31
Yes,0.00,120.05,21.83,4.88,14.89,3.34,1.86,25.04,0x0,0x0,0,0,137.43,8.85,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8703,3.8708,3.8727,3.8743,3.8715,3.8709,3.8676,3.8619,3.8706,3.8710,3.9089,3.8700,3.9019,3.8693,3.8680,3.8680,3.9133,3.8830,3.8687,3.9148,3.8749,3.8577,3.8730,3.8743,3.8748,3.8744,3.8749,3.8750,3.8735,3.8715,3.8729,
Yes,0.00,120.05,21.86,4.88,14.91,3.33,1.86,25.08,0x0,0x0,0,0,148.63,9.57,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8702,3.8709,3.8728,3.8744,3.8716,3.8710,3.8676,3.8621,3.8706,3.8711,3.9091,3.8701,3.9021,3.8694,3.8681,3.8680,3.9134,3.8832,3.8688,3.9149,3.8749,3.8577,3.8731,3.8744,3.8749,3.8745,3.8750,3.8750,3.8736,3.8716,3.8730,
Yes,-1.08,120.62,21.87,4.88,14.92,3.34,1.86,25.06,0x0,0x2,0,0,158.89,10.23,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.17,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8842,3.8854,3.8877,3.8885,3.8870,3.8860,3.8820,3.8781,3.8853,3.8845,3.9243,3.8836,3.9227,3.8837,3.8819,3.8817,3.9337,3.8982,3.8819,3.9291,3.8900,3.8713,3.8860,3.8899,3.8894,3.8880,3.8903,3.8918,3.8897,3.8855,3.8857,
Yes,-1.61,120.91,21.90,4.88,14.89,3.33,1.86,25.08,0x0,0x2,0,0,151.62,9.76,26.27,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.40,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8927,3.8946,3.8967,3.8963,3.8951,3.8931,3.8905,3.8885,3.8941,3.8920,3.9328,3.8917,3.9360,3.8924,3.8898,3.8890,3.9433,3.9075,3.8905,3.9377,3.8986,3.8787,3.8937,3.8998,3.8984,3.8955,3.8983,3.8996,3.8996,3.8945,3.8937,
Yes,-1.37,120.81,21.90,4.88,14.88,3.34,1.86,25.06,0x0,0x2,0,0,139.80,9.00,21.11,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.31,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8859,3.8876,3.8894,3.8901,3.8894,3.8882,3.8837,3.8805,3.8869,3.8860,3.9269,3.8853,3.9257,3.8854,3.8836,3.8839,3.9365,3.9003,3.8841,3.9308,3.8918,3.8736,3.8876,3.8923,3.8912,3.8896,3.8926,3.8943,3.8917,3.8877,3.8874,
Yes,-0.60,120.47,21.91,4.88,14.88,3.33,1.86,25.08,0x0,0x2,0,0,129.87,8.36,7.63,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.09,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8812,3.8829,3.8850,3.8860,3.8842,3.8832,3.8790,3.8752,3.8826,3.8822,3.9217,3.8807,3.9188,3.8810,3.8796,3.8794,3.9293,3.8950,3.8800,3.9265,3.8875,3.8689,3.8832,3.8872,3.8870,3.8857,3.8876,3.8884,3.8862,3.8831,3.8837,
Yes,-0.13,120.21,21.91,4.88,14.89,3.34,1.86,25.07,0x0,0x2,0,0,123.60,7.96,2.73,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.04,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8752,3.8764,3.8783,3.8794,3.8773,3.8766,3.8728,3.8681,3.8760,3.8760,3.9148,3.8749,3.9094,3.8748,3.8732,3.8732,3.9207,3.8888,3.8738,3.9201,3.8803,3.8628,3.8778,3.8803,3.8805,3.8795,3.8807,3.8813,3.8794,3.8770,3.8778,
Yes,-0.60,120.50,21.92,4.88,14.88,3.33,1.86,25.10,0x0,0x2,0,0,116.38,7.49,20.79,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.42,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8810,3.8826,3.8844,3.8854,3.8838,3.8831,3.8788,3.8751,3.8820,3.8816,3.9213,3.8806,3.9183,3.8806,3.8787,3.8791,3.9296,3.8950,3.8796,3.9260,3.8867,3.8686,3.8831,3.8869,3.8864,3.8850,3.8872,3.8884,3.8861,3.8829,3.8831,
Yes,-0.06,120.26,21.93,4.88,14.88,3.33,1.86,25.11,0x0,0x2,0,0,99.33,6.39,26.81,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.43,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8767,3.8773,3.8789,3.8805,3.8787,3.8783,3.8741,3.8690,3.8768,3.8770,3.9162,3.8762,3.9107,3.8754,3.8743,3.8745,3.9231,3.8900,3.8746,3.9208,3.8815,3.8640,3.8790,3.8812,3.8811,3.8804,3.8818,3.8831,3.8809,3.8778,3.8786,
Yes,0.59,119.98,21.94,4.88,14.88,3.33,1.86,25.13,0x0,0x2,0,0,80.85,5.21,26.55,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.44,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8701,3.8709,3.8745,3.8767,3.8735,3.8716,3.8674,3.8621,3.8723,3.8732,3.9109,3.8700,3.9015,3.8710,3.8703,3.8697,3.9138,3.8830,3.8686,3.9164,3.8773,3.8593,3.8730,3.8744,3.8766,3.8767,3.8768,3.8755,3.8732,3.8716,3.8747,
Yes,1.08,119.72,21.95,4.88,14.88,3.34,1.86,25.12,0x0,0x2,0,0,62.80,4.04,26.16,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.40,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8660,3.8667,3.8673,3.8691,3.8668,3.8668,3.8634,3.8574,3.8654,3.8660,3.9042,3.8662,3.8955,3.8642,3.8631,3.8639,3.9074,3.8789,3.8650,3.9095,3.8691,3.8535,3.8693,3.8698,3.8695,3.8694,3.8702,3.8702,3.8686,3.8676,3.8683,
Yes,1.08,119.72,21.95,4.88,14.88,3.34,1.86,25.12,0x0,0x2,0,0,62.80,4.04,26.16,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.40,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8660,3.8667,3.8673,3.8691,3.8668,3.8668,3.8634,3.8574,3.8654,3.8660,3.9042,3.8662,3.8955,3.8642,3.8631,3.8639,3.9074,3.8789,3.8650,3.9095,3.8691,3.8535,3.8693,3.8698,3.8695,3.8694,3.8702,3.8702,3.8686,3.8676,3.8683,
Yes,1.08,119.72,21.95,4.88,14.88,3.34,1.86,25.12,0x0,0x2,0,0,62.80,4.04,26.16,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.40,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8660,3.8667,3.8673,3.8691,3.8668,3.8668,3.8634,3.8574,3.8654,3.8660,3.9042,3.8662,3.8955,3.8642,3.8631,3.8639,3.9074,3.8789,3.8650,3.9095,3.8691,3.8535,3.8693,3.8698,3.8695,3.8694,3.8702,3.8702,3.8686,3.8676,3.8683,
Yes,1.08,119.72,21.95,4.88,14.88,3.34,1.86,25.12,0x0,0x2,0,0,62.80,4.04,26.16,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.40,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8660,3.8667,3.8673,3.8691,3.8668,3.8668,3.8634,3.8574,3.8654,3.8660,3.9042,3.8662,3.8955,3.8642,3.8631,3.8639,3.9074,3.8789,3.8650,3.9095,3.8691,3.8535,3.8693,3.8698,3.8695,3.8694,3.8702,3.8702,3.8686,3.8676,3.8683,
Yes,1.08,119.72,21.95,4.88,14.88,3.34,1.86,25.12,0x0,0x2,0,0,62.80,4.04,26.16,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.40,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8660,3.8667,3.8673,3.8691,3.8668,3.8668,3.8634,3.8574,3.8654,3.8660,3.9042,3.8662,3.8955,3.8642,3.8631,3.8639,3.9074,3.8789,3.8650,3.9095,3.8691,3.8535,3.8693,3.8698,3.8695,3.8694,3.8702,3.8702,3.8686,3.8676,3.8683,
Yes,1.08,119.72,21.95,4.88,14.88,3.34,1.86,25.12,0x0,0x2,0,0,62.80,4.04,26.16,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.40,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8660,3.8667,3.8673,3.8691,3.8668,3.8668,3.8634,3.8574,3.8654,3.8660,3.9042,3.8662,3.8955,3.8642,3.8631,3.8639,3.9074,3.8789,3.8650,3.9095,3.8691,3.8535,3.8693,3.8698,3.8695,3.8694,3.8702,3.8702,3.8686,3.8676,3.8683,
Yes,1.08,119.72,21.95,4.88,14.88,3.34,1.86,25.12,0x0,0x2,0,0,62.80,4.04,26.16,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.40,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8660,3.8667,3.8673,3.8691,3.8668,3.8668,3.8634,3.8574,3.8654,3.8660,3.9042,3.8662,3.8955,3.8642,3.8631,3.8639,3.9074,3.8789,3.8650,3.9095,3.8691,3.8535,3.8693,3.8698,3.8695,3.8694,3.8702,3.8702,3.8686,3.8676,3.8683,
Yes,1.08,119.72,21.95,4.88,14.88,3.34,1.86,25.12,0x0,0x2,0,0,62.80,4.04,26.16,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.40,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8660,3.8667,3.8673,3.8691,3.8668,3.8668,3.8634,3.8574,3.8654,3.8660,3.9042,3.8662,3.8955,3.8642,3.8631,3.8639,3.9074,3.8789,3.8650,3.9095,3.8691,3.8535,3.8693,3.8698,3.8695,3.8694,3.8702,3.8702,3.8686,3.8676,3.8683,
Yes,1.08,119.72,21.95,4.88,14.88,3.34,1.86,25.12,0x0,0x2,0,0,62.80,4.04,26.16,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.40,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8660,3.8667,3.8673,3.8691,3.8668,3.8668,3.8634,3.8574,3.8654,3.8660,3.9042,3.8662,3.8955,3.8642,3.8631,3.8639,3.9074,3.8789,3.8650,3.9095,3.8691,3.8535,3.8693,3.8698,3.8695,3.8694,3.8702,3.8702,3.8686,3.8676,3.8683,
Yes,0.66,119.91,21.96,4.88,14.88,3.34,1.87,25.14,0x0,0x2,0,0,47.90,3.08,20.67,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.32,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8679,3.8686,3.8700,3.8725,3.8694,3.8688,3.8653,3.8593,3.8680,3.8694,3.9068,3.8677,3.8980,3.8667,3.8665,3.8666,3.9101,3.8805,3.8664,3.9120,3.8730,3.8560,3.8709,3.8718,3.8722,3.8728,3.8730,3.8726,3.8706,3.8693,3.8706,
Yes,1.03,119.93,21.95,4.88,14.88,3.33,1.86,25.14,0x0,0x2,0,0,36.82,2.37,20.88,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.32,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8657,3.8660,3.8675,3.8695,3.8663,3.8659,3.8629,3.8566,3.8656,3.8664,3.9036,3.8656,3.8943,3.8645,3.8634,3.8634,3.9062,3.8782,3.8641,3.9098,3.8695,3.8529,3.8689,3.8690,3.8699,3.8699,3.8697,3.8693,3.8681,3.8667,3.8687,
Yes,1.98,119.72,21.96,4.88,14.88,3.33,1.86,25.14,0x0,0x4,0,0,23.76,1.53,24.02,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.70,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8563,3.8564,3.8578,3.8603,3.8560,3.8557,3.8533,3.8458,3.8561,3.8577,3.8932,3.8566,3.8808,3.8551,3.8543,3.8544,3.8926,3.8681,3.8553,3.9005,3.8596,3.8436,3.8603,3.8587,3.8602,3.8611,3.8594,3.8580,3.8572,3.8575,3.8602,
Yes,1.39,119.86,21.97,4.88,14.87,3.33,1.86,25.15,0x0,0x4,0,0,9.90,0.64,17.78,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.66,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8615,3.8617,3.8634,3.8657,3.8621,3.8620,3.8586,3.8512,3.8616,3.8627,3.8996,3.8616,3.8882,3.8607,3.8595,3.8599,3.9010,3.8737,3.8603,3.9063,3.8654,3.8494,3.8650,3.8642,3.8657,3.8664,3.8657,3.8647,3.8631,3.8626,3.8649,
Yes,0.00,120.09,21.99,4.88,14.92,3.34,1.86,25.17,0x0,0x0,0,0,1.80,0.12,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8712,3.8720,3.8738,3.8753,3.8726,3.8720,3.8686,3.8632,3.8717,3.8719,3.9100,3.8711,3.9030,3.8704,3.8691,3.8690,3.9145,3.8843,3.8696,3.9157,3.8758,3.8585,3.8740,3.8754,3.8759,3.8755,3.8759,3.8760,3.8746,3.8726,3.8740,
Yes,0.00,120.09,22.01,4.88,14.92,3.34,1.86,25.19,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8714,3.8721,3.8738,3.8754,3.8727,3.8720,3.8688,3.8633,3.8718,3.8722,3.9101,3.8711,3.9031,3.8705,3.8692,3.8692,3.9146,3.8845,3.8698,3.9159,3.8759,3.8587,3.8741,3.8755,3.8761,3.8756,3.8761,3.8761,3.8746,3.8726,3.8741,
Yes,0.00,120.09,22.01,4.88,14.92,3.34,1.86,25.19,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8714,3.8722,3.8740,3.8756,3.8729,3.8721,3.8688,3.8633,3.8718,3.8722,3.9102,3.8713,3.9032,3.8707,3.8693,3.8693,3.9147,3.8844,3.8698,3.9159,3.8760,3.8590,3.8743,3.8756,3.8762,3.8757,3.8763,3.8762,3.8748,3.8727,3.8742,
Yes,0.00,120.11,22.02,4.88,14.92,3.34,1.86,25.20,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8714,3.8722,3.8742,3.8756,3.8729,3.8722,3.8689,3.8634,3.8719,3.8723,3.9104,3.8713,3.9032,3.8706,3.8693,3.8694,3.9147,3.8846,3.8700,3.9161,3.8761,3.8588,3.8744,3.8757,3.8763,3.8758,3.8762,3.8763,3.8749,3.8729,3.8743,
Yes,0.00,120.11,22.03,4.88,14.92,3.34,1.86,25.22,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8716,3.8723,3.8741,3.8757,3.8730,3.8723,3.8691,3.8635,3.8720,3.8724,3.9104,3.8714,3.9034,3.8708,3.8694,3.8693,3.9148,3.8847,3.8700,3.9161,3.8762,3.8590,3.8744,3.8757,3.8764,3.8759,3.8765,3.8764,3.8749,3.8729,3.8744,
Yes,0.00,120.10,22.03,4.88,14.92,3.34,1.86,25.23,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8716,3.8723,3.8741,3.8757,3.8730,3.8724,3.8690,3.8635,3.8720,3.8725,3.9104,3.8714,3.9033,3.8707,3.8695,3.8694,3.9149,3.8847,3.8701,3.9161,3.8763,3.8589,3.8744,3.8758,3.8763,3.8758,3.8763,3.8763,3.8749,3.8729,3.8744,
