alive_0,bus_current_0,bus_voltage_0,heatsink_temp_0,motor_temp_0,rail_15v_0,rail_3v3_0,rail_1v9_0,dsp_temp_0,error_flags_0,limit_flags_0,rx_error_count_0,tx_error_count_0,motor_velocity_0,vehicle_velocity_0,phase_current_b_0,alive_1,bus_current_1,bus_voltage_1,heatsink_temp_1,motor_temp_1,rail_15v_1,rail_3v3_1,rail_1v9_1,dsp_temp_1,error_flags_1,limit_flags_1,rx_error_count_1,tx_error_count_1,motor_velocity_1,vehicle_velocity_1,phase_current_b_1,drive_mode,throttle_value,regen_value,brake_pedal_value,cruise_down_on,cruise_up_on,reverse_on,horn_on,headlights_on,rearview_on,power_save_on,left_turn_on,right_turn_on,mppt_current_A0,mppt_power_A0,mppt_temp_A0,mppt_vin_A0,mppt_vout_A0,mppt_current_A1,mppt_power_A1,mppt_temp_A1,mppt_vin_A1,mppt_vout_A1,mppt_current_B0,mppt_power_B0,mppt_temp_B0,mppt_vin_B0,mppt_vout_B0,mppt_current_B1,mppt_power_B1,mppt_temp_B1,mppt_vin_B1,mppt_vout_B1,mppt_current_C0,mppt_power_C0,mppt_temp_C0,mppt_vin_C0,mppt_vout_C0,mppt_current_C1,mppt_power_C1,mppt_temp_C1,mppt_vin_C1,mppt_vout_C1,charge_enabled,highside_contactor_on,lowside_contactor_on,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31Yes,0.00,123.08,30.33,4.88,14.93,3.34,1.86,33.31,0x0,0x0,0,0,182.51,11.75,0.00,Yes,0.00,122.86,32.03,102.18,14.91,3.29,1.86,37.44,0x0,0x0,0,0,180.25,11.60,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9558,3.9578,3.9574,3.9586,3.9556,3.9560,3.9534,3.9523,3.9555,3.9559,4.0322,3.9552,4.0132,3.9527,3.9535,3.9513,4.0351,3.9836,3.9528,4.0349,3.9569,3.9394,3.9556,3.9572,3.9564,3.9564,3.9575,3.9574,3.9552,3.9546,3.9543,
Yes,0.00,123.19,30.33,4.88,14.93,3.34,1.86,33.32,0x0,0x0,0,0,178.92,11.52,0.00,Yes,0.00,123.00,32.03,102.18,14.91,3.29,1.86,37.44,0x0,0x0,0,0,176.84,11.38,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9581,3.9601,3.9596,3.9608,3.9579,3.9582,3.9558,3.9550,3.9579,3.9581,4.0345,3.9575,4.0163,3.9549,3.9556,3.9534,4.0378,3.9862,3.9551,4.0371,3.9593,3.9415,3.9578,3.9596,3.9587,3.9584,3.9598,3.9597,3.9580,3.9569,3.9563,
Yes,-1.70,123.38,30.32,4.88,14.93,3.34,1.86,33.32,0x0,0x2,0,0,170.39,10.97,33.57,Yes,2.46,122.69,32.03,102.18,14.91,3.29,1.86,37.45,0x0,0x2,0,0,160.19,10.31,35.05,Manual,0.00,0.85,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9631,3.9670,3.9684,3.9682,3.9647,3.9641,3.9609,3.9630,3.9664,3.9650,4.0414,3.9625,4.0266,3.9632,3.9630,3.9596,4.0456,3.9917,3.9617,4.0453,3.9673,3.9478,3.9625,3.9676,3.9672,3.9656,3.9665,3.9664,3.9636,3.9641,3.9638,
Yes,-0.72,122.72,30.32,4.88,14.90,3.34,1.87,33.34,0x0,0x2,0,0,139.48,8.98,34.20,Yes,2.76,122.16,32.02,102.18,14.90,3.29,1.86,37.44,0x0,0x2,0,0,126.57,8.15,32.48,Manual,0.00,0.85,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9448,3.9450,3.9452,3.9478,3.9419,3.9409,3.9419,3.9382,3.9438,3.9456,4.0185,3.9444,3.9946,3.9408,3.9429,3.9393,4.0151,3.9713,3.9411,4.0231,3.9453,3.9273,3.9454,3.9435,3.9444,3.9461,3.9442,3.9404,3.9424,3.9423,3.9439,
Yes,-0.72,122.72,30.32,4.88,14.90,3.34,1.87,33.34,0x0,0x2,0,0,139.48,8.98,34.20,Yes,2.76,122.16,32.02,102.18,14.90,3.29,1.86,37.44,0x0,0x2,0,0,126.57,8.15,32.48,Manual,0.00,0.85,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9448,3.9450,3.9452,3.9478,3.9419,3.9409,3.9419,3.9382,3.9438,3.9456,4.0185,3.9444,3.9946,3.9408,3.9429,3.9393,4.0151,3.9713,3.9411,4.0231,3.9453,3.9273,3.9454,3.9435,3.9444,3.9461,3.9442,3.9404,3.9424,3.9423,3.9439,
Yes,0.00,123.27,30.32,4.88,14.90,3.34,1.87,33.33,0x0,0x0,0,0,125.67,8.09,0.00,Yes,0.00,123.11,32.02,102.18,14.91,3.29,1.86,37.45,0x0,0x0,0,0,114.78,7.39,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9608,3.9629,3.9626,3.9637,3.9609,3.9611,3.9584,3.9581,3.9608,3.9607,4.0376,3.9601,4.0202,3.9577,3.9584,3.9563,4.0416,3.9891,3.9577,4.0399,3.9622,3.9442,3.9603,3.9628,3.9616,3.9612,3.9628,3.9629,3.9609,3.9597,3.9587,
Yes,0.81,123.30,30.31,4.88,14.93,3.34,1.86,33.33,0x0,0x2,0,0,115.64,7.44,2.32,Yes,0.33,123.07,32.02,102.18,14.91,3.29,1.86,37.46,0x0,0x2,0,0,107.70,6.93,0.67,Manual,0.08,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9632,3.9654,3.9654,3.9659,3.9631,3.9633,3.9609,3.9609,3.9635,3.9628,4.0398,3.9626,4.0239,3.9603,3.9605,3.9581,4.0444,3.9920,3.9603,4.0425,3.9647,3.9463,3.9626,3.9654,3.9641,3.9631,3.9648,3.9652,3.9637,3.9619,3.9609,
Yes,2.99,122.20,30.31,4.88,14.90,3.34,1.87,33.34,0x0,0x2,0,0,111.28,7.16,13.54,Yes,1.48,121.95,32.02,102.18,14.90,3.29,1.86,37.46,0x0,0x2,0,0,106.27,6.84,13.19,Manual,0.37,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9381,3.9396,3.9391,3.9410,3.9357,3.9373,3.9353,3.9319,3.9379,3.9392,4.0121,3.9382,3.9864,3.9353,3.9364,3.9334,4.0097,3.9644,3.9359,4.0176,3.9380,3.9217,3.9393,3.9371,3.9388,3.9397,3.9376,3.9360,3.9345,3.9365,3.9390,
Yes,5.20,120.48,30.31,4.88,14.90,3.34,1.87,33.34,0x0,0x2,0,0,114.01,7.34,24.26,Yes,3.13,120.28,32.02,102.18,14.90,3.29,1.86,37.46,0x0,0x2,0,0,112.82,7.26,21.97,Manual,0.62,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9060,3.9054,3.9043,3.9093,3.9000,3.9016,3.9020,3.8938,3.9039,3.9090,3.9762,3.9070,3.9374,3.9018,3.9055,3.9012,3.9622,3.9293,3.9041,3.9842,3.9042,3.8899,3.9095,3.9002,3.9045,3.9094,3.9023,3.8967,3.8972,3.9033,3.9088,
Yes,6.66,119.59,30.30,4.88,14.90,3.34,1.87,33.36,0x0,0x2,0,0,126.22,8.13,28.17,Yes,4.07,119.32,32.02,102.18,14.90,3.29,1.86,37.46,0x0,0x2,0,0,124.88,8.04,28.42,Manual,0.73,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8620,3.8594,3.8743,3.8720,3.8447,3.8696,3.8567,3.8430,3.8747,3.8735,3.9202,3.8641,3.8713,3.8735,3.8689,3.8513,3.9204,3.8812,3.8608,3.9556,3.8637,3.8401,3.8686,3.8509,3.8756,3.8743,3.8473,3.8617,3.8455,3.8585,3.8831,
Yes,7.50,118.47,30.30,4.88,14.90,3.34,1.87,33.37,0x0,0x2,0,0,141.98,9.14,30.76,Yes,5.16,118.57,32.01,102.18,14.90,3.29,1.86,37.46,0x0,0x2,0,0,140.80,9.06,32.19,Manual,0.72,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.7897,3.8055,3.9201,3.8677,3.7283,3.8683,3.7813,3.7899,3.9191,3.8693,3.8039,3.7926,3.7946,3.9165,3.8649,3.7478,3.9219,3.8015,3.8090,3.9987,3.8580,3.7376,3.8008,3.7966,3.9199,3.8715,3.7326,3.8640,3.7590,3.8069,3.9222,
