Motor0_HasMotorID,Motor0_BusCurrent,Motor0_BusVoltage,Motor0_HeatsinkTemp,Motor0_MotorTemp,Motor0_Rail15V,Motor0_Rail3V3,Motor0_Rail1V9,Motor0_DSPTemp,Motor0_ErrorFlags,Motor0_LimitFlags,Motor0_ReceiveErrorCount,Motor0_TransmitErrorCount,Motor0_MotorVelocity,Motor0_VehicleVelocity,Motor0_PhaseBCurrent,Motor1_HasMotorID,Motor1_BusCurrent,Motor1_BusVoltage,Motor1_HeatsinkTemp,Motor1_MotorTemp,Motor1_Rail15V,Motor1_Rail3V3,Motor1_Rail1V9,Motor1_DSPTemp,Motor1_ErrorFlags,Motor1_LimitFlags,Motor1_ReceiveErrorCount,Motor1_TransmitErrorCount,Motor1_MotorVelocity,Motor1_VehicleVelocity,Motor1_PhaseBCurrent,DriveMode,ThrottleADC,RegenADC,BrakePedalADC,CruiseDownOn,CruiseUpOn,ReverseOn,HornOn,LockOn,RearviewOn,PowerSaveOn,LeftTurnOn,RightTurnOn,MPPT_A0_Current,MPPT_A0_Power,MPPT_A0_Temperature,MPPT_A0_VoltageIn,MPPT_A0_VoltageOut,MPPT_A1_Current,MPPT_A1_Power,MPPT_A1_Temperature,MPPT_A1_VoltageIn,MPPT_A1_VoltageOut,MPPT_B0_Current,MPPT_B0_Power,MPPT_B0_Temperature,MPPT_B0_VoltageIn,MPPT_B0_VoltageOut,MPPT_B1_Current,MPPT_B1_Power,MPPT_B1_Temperature,MPPT_B1_VoltageIn,MPPT_B1_VoltageOut,MPPT_C0_Current,MPPT_C0_Power,MPPT_C0_Temperature,MPPT_C0_VoltageIn,MPPT_C0_VoltageOut,MPPT_C1_Current,MPPT_C1_Power,MPPT_C1_Temperature,MPPT_C1_VoltageIn,MPPT_C1_VoltageOut,CellVoltages_0,CellVoltages_1,CellVoltages_2,CellVoltages_3,CellVoltages_4,CellVoltages_5,CellVoltages_6,CellVoltages_7,CellVoltages_8,CellVoltages_9,CellVoltages_10,CellVoltages_11,CellVoltages_12,CellVoltages_13,CellVoltages_14,CellVoltages_15,CellVoltages_16,CellVoltages_17,CellVoltages_18,CellVoltages_19,CellVoltages_20,CellVoltages_21,CellVoltages_22,CellVoltages_23,CellVoltages_24,CellVoltages_25,CellVoltages_26,CellVoltages_27,CellVoltages_28,CellVoltages_29,CellVoltages_30,MCP_HighVoltVS_RawData,MCP_HighVoltVS_Voltage,MCP_HighVoltVS_Current,MCP_LowVoltVS_RawData,MCP_LowVoltVS_Voltage,MCP_LowVoltVS_Current,MCP_MC0IS_RawData,MCP_MC0IS_Voltage,MCP_MC0IS_Current,MCP_MC1IS_RawData,MCP_MC1IS_Voltage,MCP_MC1IS_Current,MCP_BattIS_RawData,MCP_BattIS_Voltage,MCP_BattIS_Current,MCP_ArrayIS_RawData,MCP_ArrayIS_Voltage,MCP_ArrayIS_Current,MCP_Initialized,Battery_ChargeEnabled,BoardStatus_HighsideOn,BoardStatus_LowsideOn,BoardStatus_PrechargeOn,BoardStatus_LowVoltageOn,BoardStatus_HighVoltageBuckOn,BoardStatus_BuzzerOn,BoardStatus_HC0ADC,BoardStatus_HC1ADC,Thermistor_RawValue0,Thermistor_Temperature0,Thermistor_RawValue1,Thermistor_Temperature1,Thermistor_RawValue2,Thermistor_Temperature2,Thermistor_RawValue3,Thermistor_Temperature3,Thermistor_RawValue4,Thermistor_Temperature4,Thermistor_RawValue5,Thermistor_Temperature5,Thermistor_RawValue6,Thermistor_Temperature6,Thermistor_RawValue7,Thermistor_Temperature7,Thermistor_RawValue8,Thermistor_Temperature8,Thermistor_RawValue9,Thermistor_Temperature9,Thermistor_RawValue10,Thermistor_Temperature10,Thermistor_RawValue11,Thermistor_Temperature11,Thermistor_RawValue12,Thermistor_Temperature12,Thermistor_RawValue13,Thermistor_Temperature13,Thermistor_RawValue14,Thermistor_Temperature14,Thermistor_RawValue15,Thermistor_Temperature15,Thermistor_RawValue16,Thermistor_Temperature16,Thermistor_RawValue17,Thermistor_Temperature17,Thermistor_RawValue18,Thermistor_Temperature18,Thermistor_RawValue19,Thermistor_Temperature19,Thermistor_RawValue20,Thermistor_Temperature20,Thermistor_RawValue21,Thermistor_Temperature21,Thermistor_RawValue22,Thermistor_Temperature22,Thermistor_RawValue23,Thermistor_Temperature23,Thermistor_RawValue24,Thermistor_Temperature24,Thermistor_RawValue25,Thermistor_Temperature25,Thermistor_RawValue26,Thermistor_Temperature26,Thermistor_RawValue27,Thermistor_Temperature27,Thermistor_RawValue28,Thermistor_Temperature28,Thermistor_RawValue29,Thermistor_Temperature29,Thermistor_RawValue30,Thermistor_Temperature30,Thermistor_RawValue31,Thermistor_Temperature31,Thermistor_MaxTemp,Battery_MinCellVoltage,Battery_MaxCellVoltage,Battery_ThrottleCurrentLimit,Battery_RegenCurrentLimit
Yes,0.00,102.34,21.80,24.91,14.92,3.34,1.86,25.12,0x0,0x0,0,0,62.50,4.05,0.00,Yes,0.00,102.34,24.11,24.75,14.90,3.29,1.86,30.77,0x0,0x0,0,0,-157.57,-10.22,0.00,Neutral,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.2452,3.3089,3.3126,3.3142,3.3105,3.3095,3.3026,3.3014,3.3091,3.3091,3.3236,3.2495,3.2533,3.3075,3.3050,3.3058,3.2936,3.1990,3.3071,3.2973,3.3167,3.3116,3.2503,3.3148,3.3163,3.3164,3.3145,3.3141,3.3125,3.3094,3.2997,4647696,102.71,205413.38,5924229,13.11,26217.48,74127,-0.00,-0.00,73445,-0.00,-0.01,89531,0.00,0.22,150863,-0.00,-0.00,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,1843.00,29.63,1973.00,26.67,1954.00,27.10,1782.00,31.05,1762.00,31.52,1819.00,30.19,1931.00,27.62,1968.00,26.78,1992.00,26.24,1973.00,26.67,1988.00,26.33,1875.00,28.90,1854.00,29.38,1886.00,28.64,1956.00,27.05,1932.00,27.60,1874.00,28.92,1939.00,27.44,1985.00,26.40,1851.00,29.45,1891.00,28.53,1888.00,28.60,1851.00,29.45,4095.00,-165.16,1961.00,26.94,1916.00,27.96,1799.00,30.66,1760.00,31.57,1817.00,30.24,1799.00,30.66,1928.00,27.69,1971.00,26.71,0.00,3.20,3.32,1.00,1.00,
Yes,0.00,102.34,21.80,24.91,14.92,3.34,1.86,25.13,0x0,0x0,0,0,42.96,2.79,0.00,Yes,0.00,102.32,24.11,24.75,14.90,3.29,1.86,30.78,0x0,0x0,0,0,-137.22,-8.90,0.00,Neutral,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.2452,3.3089,3.3126,3.3141,3.3104,3.3096,3.3027,3.3013,3.3090,3.3090,3.3235,3.2495,3.2533,3.3075,3.3051,3.3058,3.2937,3.1989,3.3070,3.2974,3.3167,3.3116,3.2502,3.3146,3.3162,3.3164,3.3146,3.3142,3.3125,3.3093,3.2995,4648841,102.73,205464.06,5923444,13.11,26213.99,74109,-0.00,-0.00,73544,-0.00,-0.01,89866,0.00,0.22,151601,0.00,0.00,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,1845.00,29.59,1975.00,26.62,1951.00,27.16,1780.00,31.10,1763.00,31.50,1818.00,30.21,1930.00,27.64,1969.00,26.76,1991.00,26.26,1971.00,26.71,1985.00,26.40,1873.00,28.94,1852.00,29.42,1882.00,28.74,1959.00,26.98,1934.00,27.55,1874.00,28.92,1941.00,27.39,1987.00,26.35,1851.00,29.45,1894.00,28.46,1888.00,28.60,1852.00,29.42,4092.00,-86.62,1958.00,27.01,1918.00,27.91,1798.00,30.68,1759.00,31.59,1817.00,30.24,1801.00,30.61,1925.00,27.75,1973.00,26.67,0.00,3.20,3.32,1.00,1.00,
Yes,0.00,102.33,21.80,24.91,14.92,3.34,1.86,25.13,0x0,0x0,0,0,33.70,2.19,0.00,Yes,0.00,102.33,24.11,24.75,14.90,3.29,1.86,30.78,0x0,0x0,0,0,-127.95,-8.30,0.00,Neutral,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.2454,3.3090,3.3126,3.3142,3.3105,3.3095,3.3026,3.3014,3.3091,3.3091,3.3235,3.2495,3.2535,3.3076,3.3051,3.3059,3.2937,3.1990,3.3071,3.2973,3.3168,3.3117,3.2504,3.3148,3.3165,3.3164,3.3146,3.3142,3.3125,3.3094,3.2997,4648499,102.72,205448.92,5923708,13.11,26215.17,73887,-0.00,-0.00,73450,-0.00,-0.01,89393,0.00,0.22,151033,-0.00,-0.00,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,1845.00,29.59,1970.00,26.74,1953.00,27.12,1783.00,31.03,1761.00,31.55,1816.00,30.26,1930.00,27.64,1968.00,26.78,1993.00,26.22,1972.00,26.69,1987.00,26.35,1875.00,28.90,1850.00,29.47,1882.00,28.74,1956.00,27.05,1931.00,27.62,1872.00,28.96,1940.00,27.41,1986.00,26.38,1852.00,29.42,1891.00,28.53,1888.00,28.60,1855.00,29.36,4092.00,-86.62,1959.00,26.98,1916.00,27.96,1797.00,30.70,1759.00,31.59,1816.00,30.26,1800.00,30.63,1927.00,27.71,1974.00,26.65,0.00,3.20,3.32,1.00,1.00,
Yes,0.00,102.34,21.80,24.91,14.92,3.34,1.86,25.12,0x0,0x0,0,0,24.90,1.62,0.00,Yes,0.00,102.34,24.11,24.75,14.90,3.29,1.86,30.78,0x0,0x0,0,0,-118.56,-7.69,0.00,Neutral,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.2453,3.3089,3.3125,3.3142,3.3105,3.3096,3.3027,3.3013,3.3090,3.3090,3.3234,3.2495,3.2533,3.3076,3.3051,3.3060,3.2936,3.1989,3.3071,3.2974,3.3167,3.3117,3.2503,3.3148,3.3165,3.3165,3.3146,3.3142,3.3125,3.3094,3.2996,4648023,102.71,205427.86,5924309,13.11,26217.84,74273,-0.00,-0.01,73391,-0.00,-0.01,89334,0.00,0.22,151577,0.00,0.00,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,1844.00,29.61,1973.00,26.67,1953.00,27.12,1782.00,31.05,1762.00,31.52,1815.00,30.28,1931.00,27.62,1968.00,26.78,1992.00,26.24,1973.00,26.67,1989.00,26.31,1874.00,28.92,1853.00,29.40,1880.00,28.78,1954.00,27.10,1932.00,27.60,1874.00,28.92,1938.00,27.46,1984.00,26.42,1850.00,29.47,1888.00,28.60,1889.00,28.57,1853.00,29.40,4089.00,-79.06,1961.00,26.94,1919.00,27.89,1799.00,30.66,1760.00,31.57,1814.00,30.31,1802.00,30.59,1927.00,27.71,1971.00,26.71,0.00,3.20,3.32,1.00,1.00,
Yes,0.00,102.35,21.80,24.91,14.92,3.34,1.86,25.13,0x0,0x0,0,0,8.06,0.52,0.00,Yes,0.00,102.33,24.11,24.75,14.90,3.29,1.86,30.78,0x0,0x0,0,0,-99.62,-6.46,0.00,Neutral,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.2453,3.3089,3.3126,3.3142,3.3105,3.3097,3.3026,3.3013,3.3092,3.3092,3.3234,3.2495,3.2532,3.3076,3.3050,3.3058,3.2935,3.1990,3.3072,3.2975,3.3168,3.3117,3.2504,3.3147,3.3164,3.3164,3.3146,3.3142,3.3125,3.3095,3.2996,4648800,102.73,205462.25,5924056,13.11,26216.71,73843,-0.00,-0.00,73753,-0.00,-0.02,89776,0.00,0.22,150557,-0.00,-0.00,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,1846.00,29.56,1974.00,26.65,1951.00,27.16,1781.00,31.08,1761.00,31.55,1818.00,30.21,1930.00,27.64,1968.00,26.78,1991.00,26.26,1972.00,26.69,1987.00,26.35,1874.00,28.92,1852.00,29.42,1883.00,28.71,1956.00,27.05,1932.00,27.60,1875.00,28.90,1942.00,27.37,1986.00,26.38,1851.00,29.45,1890.00,28.55,1888.00,28.60,1856.00,29.33,4094.00,-97.73,1959.00,26.98,1916.00,27.96,1802.00,30.59,1758.00,31.62,1815.00,30.28,1801.00,30.61,1925.00,27.75,1972.00,26.69,0.00,3.20,3.32,1.00,1.00,
Yes,0.00,102.35,21.80,24.91,14.92,3.34,1.86,25.13,0x0,0x0,0,0,0.17,0.01,0.00,Yes,0.00,102.32,24.11,24.75,14.90,3.29,1.86,30.78,0x0,0x0,0,0,-91.26,-5.92,0.00,Neutral,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.2453,3.3090,3.3128,3.3143,3.3105,3.3096,3.3026,3.3013,3.3091,3.3093,3.3235,3.2495,3.2534,3.3076,3.3050,3.3059,3.2936,3.1991,3.3072,3.2974,3.3168,3.3117,3.2504,3.3148,3.3165,3.3165,3.3146,3.3142,3.3125,3.3095,3.2997,4647870,102.71,205421.08,5924389,13.11,26218.19,73904,-0.00,-0.00,73496,-0.00,-0.01,89115,0.00,0.22,151141,-0.00,-0.00,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,1842.00,29.66,1971.00,26.71,1953.00,27.12,1781.00,31.08,1763.00,31.50,1818.00,30.21,1931.00,27.62,1969.00,26.76,1993.00,26.22,1972.00,26.69,1988.00,26.33,1874.00,28.92,1852.00,29.42,1883.00,28.71,1957.00,27.03,1930.00,27.64,1874.00,28.92,1939.00,27.44,1985.00,26.40,1852.00,29.42,1893.00,28.48,1890.00,28.55,1854.00,29.38,4092.00,-86.62,1957.00,27.03,1915.00,27.98,1796.00,30.73,1761.00,31.55,1814.00,30.31,1802.00,30.59,1925.00,27.75,1970.00,26.74,0.00,3.20,3.32,1.00,1.00,
Yes,0.00,102.35,21.79,24.91,14.92,3.34,1.86,25.10,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,102.33,24.11,24.75,14.90,3.29,1.86,30.78,0x0,0x0,0,0,-82.31,-5.34,0.00,Neutral,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.2453,3.3089,3.3126,3.3141,3.3104,3.3095,3.3027,3.3014,3.3091,3.3092,3.3235,3.2495,3.2533,3.3076,3.3051,3.3058,3.2935,3.1991,3.3071,3.2975,3.3168,3.3116,3.2504,3.3148,3.3163,3.3163,3.3146,3.3141,3.3126,3.3095,3.2997,4648582,102.73,205452.61,5924169,13.11,26217.21,74018,-0.00,-0.00,73294,-0.00,-0.01,89724,0.00,0.22,151756,0.00,0.00,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,1844.00,29.61,1973.00,26.67,1951.00,27.16,1782.00,31.05,1764.00,31.48,1817.00,30.24,1930.00,27.64,1970.00,26.74,1990.00,26.29,1972.00,26.69,1986.00,26.38,1875.00,28.90,1851.00,29.45,1882.00,28.74,1958.00,27.01,1933.00,27.57,1876.00,28.87,1939.00,27.44,1987.00,26.35,1851.00,29.45,1890.00,28.55,1887.00,28.62,1851.00,29.45,4088.00,-77.31,1958.00,27.01,1917.00,27.94,1802.00,30.59,1760.00,31.57,1817.00,30.24,1800.00,30.63,1924.00,27.78,1971.00,26.71,0.00,3.20,3.32,1.00,1.00,
Yes,0.00,102.35,21.79,24.91,14.92,3.34,1.86,25.11,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,102.33,24.11,24.75,14.90,3.29,1.86,30.78,0x0,0x0,0,0,-74.22,-4.81,0.00,Neutral,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.2453,3.3090,3.3125,3.3141,3.3104,3.3096,3.3027,3.3014,3.3091,3.3091,3.3235,3.2496,3.2536,3.3077,3.3051,3.3059,3.2936,3.1991,3.3072,3.2974,3.3168,3.3116,3.2503,3.3148,3.3164,3.3164,3.3146,3.3142,3.3125,3.3095,3.2995,4648097,102.72,205431.13,5924188,13.11,26217.30,74051,-0.00,-0.00,73182,-0.00,-0.01,89397,0.00,0.22,150556,-0.00,-0.00,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,1843.00,29.63,1970.00,26.74,1952.00,27.14,1780.00,31.10,1762.00,31.52,1817.00,30.24,1930.00,27.64,1967.00,26.80,1991.00,26.26,1973.00,26.67,1988.00,26.33,1874.00,28.92,1851.00,29.45,1883.00,28.71,1956.00,27.05,1932.00,27.60,1876.00,28.87,1940.00,27.41,1986.00,26.38,1850.00,29.47,1891.00,28.53,1889.00,28.57,1852.00,29.42,4094.00,-97.73,1960.00,26.96,1917.00,27.94,1799.00,30.66,1760.00,31.57,1817.00,30.24,1799.00,30.66,1925.00,27.75,1969.00,26.76,0.00,3.20,3.32,1.00,1.00,
Yes,0.00,102.34,21.79,24.91,14.92,3.34,1.86,25.11,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,102.35,24.12,24.75,14.90,3.29,1.86,30.78,0x0,0x0,0,0,-66.24,-4.30,0.00,Neutral,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.2453,3.3089,3.3125,3.3141,3.3105,3.3096,3.3026,3.3013,3.3090,3.3091,3.3235,3.2495,3.2534,3.3076,3.3051,3.3059,3.2937,3.1991,3.3071,3.2973,3.3168,3.3117,3.2503,3.3148,3.3164,3.3165,3.3146,3.3144,3.3125,3.3095,3.2997,4648100,102.72,205431.27,5924035,13.11,26216.62,74224,-0.00,-0.00,73070,-0.00,-0.01,90082,0.00,0.23,151069,-0.00,-0.00,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,1843.00,29.63,1974.00,26.65,1954.00,27.10,1780.00,31.10,1762.00,31.52,1817.00,30.24,1932.00,27.60,1969.00,26.76,1989.00,26.31,1972.00,26.69,1989.00,26.31,1875.00,28.90,1851.00,29.45,1883.00,28.71,1958.00,27.01,1931.00,27.62,1872.00,28.96,1940.00,27.41,1985.00,26.40,1850.00,29.47,1891.00,28.53,1888.00,28.60,1853.00,29.40,4090.00,-81.09,1960.00,26.96,1918.00,27.91,1801.00,30.61,1758.00,31.62,1814.00,30.31,1801.00,30.61,1925.00,27.75,1970.00,26.74,0.00,3.20,3.32,1.00,1.00,
Yes,0.00,102.34,21.80,24.91,14.92,3.34,1.86,25.13,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,102.32,24.13,24.75,14.90,3.29,1.86,30.79,0x0,0x0,0,0,-58.34,-3.78,0.00,Neutral,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.2452,3.3089,3.3126,3.3141,3.3104,3.3096,3.3027,3.3014,3.3091,3.3091,3.3235,3.2496,3.2534,3.3077,3.3051,3.3059,3.2936,3.1990,3.3071,3.2973,3.3167,3.3115,3.2504,3.3148,3.3163,3.3164,3.3146,3.3143,3.3125,3.3095,3.2996,4647748,102.71,205415.69,5924198,13.11,26217.34,73818,0.00,0.00,73537,-0.00,-0.01,88781,0.00,0.21,151477,0.00,0.00,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,1843.00,29.63,1974.00,26.65,1951.00,27.16,1781.00,31.08,1762.00,31.52,1818.00,30.21,1932.00,27.60,1967.00,26.80,1991.00,26.26,1972.00,26.69,1989.00,26.31,1876.00,28.87,1852.00,29.42,1881.00,28.76,1954.00,27.10,1931.00,27.62,1873.00,28.94,1938.00,27.46,1985.00,26.40,1851.00,29.45,1891.00,28.53,1890.00,28.55,1852.00,29.42,4089.00,-79.06,1958.00,27.01,1916.00,27.96,1800.00,30.63,1759.00,31.59,1816.00,30.26,1799.00,30.66,1922.00,27.82,1971.00,26.71,0.00,3.20,3.32,1.00,1.00,
Yes,0.00,102.34,21.80,24.91,14.92,3.34,1.86,25.13,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,102.33,24.13,24.75,14.90,3.29,1.86,30.78,0x0,0x0,0,0,-50.71,-3.29,0.00,Neutral,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.2454,3.3091,3.3126,3.3141,3.3104,3.3094,3.3029,3.3016,3.3090,3.3091,3.3234,3.2497,3.2536,3.3077,3.3052,3.3059,3.2935,3.1991,3.3072,3.2975,3.3168,3.3116,3.2505,3.3149,3.3165,3.3164,3.3146,3.3141,3.3127,3.3095,3.2996,4648173,102.72,205434.50,5924171,13.11,26217.22,74315,-0.00,-0.01,73426,-0.00,-0.01,90110,0.00,0.23,151628,0.00,0.00,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,1843.00,29.63,1973.00,26.67,1953.00,27.12,1780.00,31.10,1758.00,31.62,1817.00,30.24,1931.00,27.62,1968.00,26.78,1992.00,26.24,1973.00,26.67,1987.00,26.35,1874.00,28.92,1851.00,29.45,1883.00,28.71,1955.00,27.07,1932.00,27.60,1878.00,28.83,1939.00,27.44,1987.00,26.35,1851.00,29.45,1888.00,28.60,1890.00,28.55,1854.00,29.38,4094.00,-97.73,1961.00,26.94,1916.00,27.96,1796.00,30.73,1758.00,31.62,1816.00,30.26,1800.00,30.63,1924.00,27.78,1973.00,26.67,0.00,3.20,3.32,1.00,1.00,
Yes,0.00,102.34,21.79,24.91,14.92,3.34,1.86,25.13,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,102.33,24.12,24.75,14.90,3.29,1.86,30.79,0x0,0x0,0,0,-42.87,-2.78,0.00,Neutral,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.2453,3.3092,3.3128,3.3143,3.3106,3.3096,3.3027,3.3015,3.3092,3.3092,3.3235,3.2495,3.2535,3.3076,3.3052,3.3060,3.2937,3.1992,3.3073,3.2975,3.3169,3.3117,3.2504,3.3148,3.3164,3.3166,3.3147,3.3143,3.3125,3.3095,3.2997,4647555,102.70,205407.14,5924558,13.11,26218.94,73827,0.00,0.00,73726,-0.00,-0.01,88598,0.00,0.21,151387,0.00,0.00,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,1845.00,29.59,1973.00,26.67,1951.00,27.16,1780.00,31.10,1762.00,31.52,1817.00,30.24,1931.00,27.62,1967.00,26.80,1991.00,26.26,1972.00,26.69,1987.00,26.35,1875.00,28.90,1854.00,29.38,1883.00,28.71,1954.00,27.10,1932.00,27.60,1872.00,28.96,1939.00,27.44,1985.00,26.40,1849.00,29.49,1891.00,28.53,1888.00,28.60,1854.00,29.38,4094.00,-97.73,1959.00,26.98,1916.00,27.96,1796.00,30.73,1758.00,31.62,1816.00,30.26,1802.00,30.59,1927.00,27.71,1970.00,26.74,0.00,3.20,3.32,1.00,1.00,
Yes,0.00,102.34,21.80,24.91,14.92,3.34,1.86,25.14,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,102.33,24.11,24.75,14.90,3.29,1.86,30.78,0x0,0x0,0,0,-35.50,-2.30,0.00,Neutral,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.2454,3.3090,3.3127,3.3141,3.3103,3.3096,3.3027,3.3015,3.3091,3.3091,3.3234,3.2496,3.2536,3.3077,3.3052,3.3058,3.2936,3.1992,3.3073,3.2975,3.3167,3.3116,3.2504,3.3149,3.3165,3.3164,3.3146,3.3141,3.3127,3.3096,3.2997,4648019,102.71,205427.67,5924211,13.11,26217.40,74225,-0.00,-0.00,73768,-0.00,-0.02,89958,0.00,0.23,151399,0.00,0.00,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,1843.00,29.63,1974.00,26.65,1952.00,27.14,1783.00,31.03,1761.00,31.55,1815.00,30.28,1932.00,27.60,1969.00,26.76,1992.00,26.24,1972.00,26.69,1989.00,26.31,1873.00,28.94,1851.00,29.45,1881.00,28.76,1956.00,27.05,1930.00,27.64,1875.00,28.90,1940.00,27.41,1985.00,26.40,1852.00,29.42,1893.00,28.48,1887.00,28.62,1854.00,29.38,4090.00,-81.09,1958.00,27.01,1914.00,28.00,1800.00,30.63,1762.00,31.52,1815.00,30.28,1798.00,30.68,1925.00,27.75,1970.00,26.74,0.00,3.20,3.32,1.00,1.00,
