alive_0,bus_current_0,bus_voltage_0,heatsink_temp_0,motor_temp_0,rail_15v_0,rail_3v3_0,rail_1v9_0,dsp_temp_0,error_flags_0,limit_flags_0,rx_error_count_0,tx_error_count_0,motor_velocity_0,vehicle_velocity_0,phase_current_b_0,alive_1,bus_current_1,bus_voltage_1,heatsink_temp_1,motor_temp_1,rail_15v_1,rail_3v3_1,rail_1v9_1,dsp_temp_1,error_flags_1,limit_flags_1,rx_error_count_1,tx_error_count_1,motor_velocity_1,vehicle_velocity_1,phase_current_b_1
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,6.31,-1.31,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,24.26,-5.03,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,42.35,-8.78,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,39.09,-8.11,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,28.01,-5.81,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,5.60,-1.16,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,109.50,-22.70,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,77.09,-15.98,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,-1.47,0.31,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,42.45,-8.80,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,-0.26,0.05,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,3.48,-0.72,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,15.68,-3.25,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,29.47,-6.11,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,49.36,-10.23,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,75.86,-15.73,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,91.50,-18.97,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,81.76,-16.95,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,98.21,-20.36,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,75.18,-15.59,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,81.31,-16.86,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,104.69,-21.71,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,130.50,-27.06,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,130.68,-27.10,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,140.04,-29.04,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,156.80,-32.51,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,172.08,-35.68,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,187.59,-38.90,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,181.41,-37.61,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,168.42,-34.92,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,169.96,-35.24,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,157.93,-32.75,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,143.34,-29.72,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,128.34,-26.61,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,106.42,-22.07,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,91.93,-19.06,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,84.10,-17.44,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,77.73,-16.12,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,67.89,-14.08,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,55.21,-11.45,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,44.32,-9.19,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,38.10,-7.90,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,24.92,-5.17,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,11.84,-2.46,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,-1.10,0.23,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,-0.00,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,-0.21,0.04,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.64,-0.13,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,12.02,-2.49,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,31.33,-6.50,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,50.56,-10.48,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,74.68,-15.48,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,98.61,-20.45,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,117.92,-24.45,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,137.57,-28.53,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,132.13,-27.40,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,124.02,-25.71,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,0.00,0.00,0.00
