alive_0,bus_current_0,bus_voltage_0,heatsink_temp_0,motor_temp_0,rail_15v_0,rail_3v3_0,rail_1v9_0,dsp_temp_0,error_flags_0,limit_flags_0,rx_error_count_0,tx_error_count_0,motor_velocity_0,vehicle_velocity_0,phase_current_b_0,alive_1,bus_current_1,bus_voltage_1,heatsink_temp_1,motor_temp_1,rail_15v_1,rail_3v3_1,rail_1v9_1,dsp_temp_1,error_flags_1,limit_flags_1,rx_error_count_1,tx_error_count_1,motor_velocity_1,vehicle_velocity_1,phase_current_b_1
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,71.96,2.07,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-159.59,33.09,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,71.96,2.07,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-151.64,31.44,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,71.96,2.07,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,24.57,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,90.51,-18.77,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,95.63,-19.83,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,100.14,-20.76,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,99.75,-20.68,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,93.58,-19.40,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,69.63,-14.44,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,51.62,-10.70,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,52.26,-10.84,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,59.10,-12.25,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,60.07,-12.46,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,29.48,-6.11,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,10.75,-2.23,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,-4.23,0.88,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,-17.07,3.54,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,-29.03,6.02,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,-18.25,3.78,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,-23.27,4.82,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,-12.48,2.59,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,-11.13,2.31,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,31.20,-6.47,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,52.92,-10.97,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,80.91,-16.78,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,105.24,-21.82,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,118.36,-24.54,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,116.66,-24.19,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,96.17,-19.94,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,82.57,-17.12,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,75.19,-15.59,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,55.27,-11.46,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,59.97,-12.43,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,69.27,-14.36,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,90.19,-18.70,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,116.87,-24.23,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,139.54,-28.93,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,160.64,-33.31,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,171.96,-35.66,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,167.58,-34.75,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,172.83,-35.84,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,174.52,-36.19,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,169.47,-35.14,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,177.80,-36.87,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,182.88,-37.92,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,184.26,-38.20,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,178.73,-37.06,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,180.52,-37.43,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,187.72,-38.92,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,189.37,-39.27,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,182.35,-37.81,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,174.49,-36.18,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,139.33,-28.89,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,115.87,-24.03,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,114.63,-23.77,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,103.46,-21.45,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,85.99,-17.83,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,51.16,-10.61,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,19.94,-4.13,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,30.18,-6.26,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,64.17,-13.31,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,92.51,-19.18,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,120.40,-24.96,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,140.72,-29.18,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,168.08,-34.85,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,196.93,-40.83,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,221.73,-45.97,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,249.24,-51.68,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,273.15,-56.64,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,297.71,-61.73,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,289.82,-60.09,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,290.89,-60.32,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,291.77,-60.50,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,289.28,-59.98,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,283.39,-58.76,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,264.86,-54.92,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,226.03,-46.87,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,179.28,-37.17,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,134.15,-27.82,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,100.25,-20.79,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,79.38,-16.46,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,63.33,-13.13,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,91.83,-19.04,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,120.27,-24.94,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,150.36,-31.18,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,177.95,-36.90,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,206.61,-42.84,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,232.39,-48.19,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,258.77,-53.66,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,310.32,-64.34,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,335.19,-69.50,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,351.56,-72.89,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,341.34,-70.77,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,334.07,-69.27,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,345.76,-71.69,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,357.64,-74.16,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,364.02,-75.48,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,357.81,-74.19,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,354.58,-73.52,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,343.18,-71.16,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,327.14,-67.83,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,307.45,-63.75,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,285.14,-59.12,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,262.27,-54.38,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,254.17,-52.70,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,224.79,-46.61,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,164.44,-34.10,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,128.85,-26.72,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,131.35,-27.23,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,136.55,-28.31,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
Yes,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,138.90,-28.80,0.00,Yes,0.00,99.40,31.05,4.88,14.94,3.34,1.87,34.47,0x0,0x2,0,0,-118.49,-3.41,0.00
