alive_0,bus_current_0,bus_voltage_0,heatsink_temp_0,motor_temp_0,rail_15v_0,rail_3v3_0,rail_1v9_0,dsp_temp_0,error_flags_0,limit_flags_0,rx_error_count_0,tx_error_count_0,motor_velocity_0,vehicle_velocity_0,phase_current_b_0,alive_1,bus_current_1,bus_voltage_1,heatsink_temp_1,motor_temp_1,rail_15v_1,rail_3v3_1,rail_1v9_1,dsp_temp_1,error_flags_1,limit_flags_1,rx_error_count_1,tx_error_count_1,motor_velocity_1,vehicle_velocity_1,phase_current_b_1,drive_mode,throttle_value,regen_value,brake_pedal_value,cruise_down_on,cruise_up_on,reverse_on,horn_on,headlights_on,rearview_on,power_save_on,left_turn_on,right_turn_on,mppt_current_A0,mppt_power_A0,mppt_temp_A0,mppt_vin_A0,mppt_vout_A0,mppt_current_A1,mppt_power_A1,mppt_temp_A1,mppt_vin_A1,mppt_vout_A1,mppt_current_B0,mppt_power_B0,mppt_temp_B0,mppt_vin_B0,mppt_vout_B0,mppt_current_B1,mppt_power_B1,mppt_temp_B1,mppt_vin_B1,mppt_vout_B1,mppt_current_C0,mppt_power_C0,mppt_temp_C0,mppt_vin_C0,mppt_vout_C0,mppt_current_C1,mppt_power_C1,mppt_temp_C1,mppt_vin_C1,mppt_vout_C1,battery_current,charge_enabled,highside_contactor_on,lowside_contactor_on,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31
Yes,4.20,113.80,29.81,4.88,14.90,3.34,1.87,33.06,0x0,0x4,0,0,274.63,17.81,9.92,Yes,3.25,114.25,32.23,102.18,14.90,3.29,1.86,37.84,0x0,0x2,0,0,274.55,17.80,8.61,Manual,0.30,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0.00,0.00,31.55,0.00,115.33,0.00,0.00,32.77,0.00,115.33,0.00,0.00,30.11,0.00,0.00,0.00,0.00,31.33,0.00,0.00,0.00,0.00,29.77,0.00,115.96,0.00,0.00,31.11,0.00,115.17,-0.182339,1,1,1,3.6717,3.6662,3.6674,3.6736,3.6616,3.6671,3.6682,3.6539,3.6679,3.6758,3.6915,3.6756,3.6414,3.6682,3.6716,3.6699,3.6653,3.6641,3.6741,3.7062,3.6654,3.6583,3.6795,3.6615,3.6680,3.6762,3.6647,3.6559,3.6574,3.6704,3.6790,
Yes,5.82,112.46,29.81,4.88,14.90,3.34,1.87,33.06,0x0,0x2,0,0,284.50,18.45,12.90,Yes,5.32,112.42,32.22,102.18,14.90,3.29,1.86,37.83,0x0,0x2,0,0,282.99,18.35,13.22,Manual,0.33,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0.00,0.00,31.55,0.00,114.33,0.00,0.00,32.77,0.00,114.33,0.00,0.00,30.11,0.00,0.00,0.00,0.00,31.33,0.00,0.00,0.00,0.00,29.77,0.00,114.68,0.00,0.00,31.11,0.00,114.68,-0.181723,1,1,1,3.6534,3.6458,3.6472,3.6558,3.6442,3.6495,3.6497,3.6318,3.6480,3.6587,3.6736,3.6581,3.6122,3.6491,3.6545,3.6543,3.6413,3.6444,3.6557,3.6871,3.6465,3.6424,3.6627,3.6400,3.6482,3.6591,3.6472,3.6362,3.6361,3.6508,3.6615,
Yes,0.97,116.02,29.80,4.88,14.92,3.34,1.87,33.08,0x0,0x0,0,0,292.88,18.99,5.09,Yes,5.31,112.30,32.22,101.90,14.90,3.29,1.86,37.83,0x0,0x2,0,0,291.83,18.92,12.99,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0.00,0.00,31.55,0.00,118.14,0.00,0.00,32.77,0.00,118.20,0.00,0.00,30.11,0.00,0.00,0.00,0.00,31.33,0.00,0.00,0.00,0.00,29.77,0.00,118.59,0.00,0.00,31.11,0.00,118.59,-0.182231,1,1,1,3.7603,3.7600,3.7620,3.7634,3.7614,3.7618,3.7592,3.7572,3.7605,3.7616,3.7907,3.7612,3.7790,3.7593,3.7597,3.7575,3.7941,3.7597,3.7599,3.7966,3.7633,3.7465,3.7617,3.7616,3.7613,3.7620,3.7633,3.7628,3.7605,3.7605,3.7605,
Yes,0.00,116.80,29.80,4.88,14.93,3.34,1.86,33.08,0x0,0x0,0,0,285.25,18.50,0.00,Yes,0.00,116.63,32.21,102.18,14.91,3.29,1.86,37.83,0x0,0x0,0,0,283.91,18.41,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0.00,0.00,31.55,0.00,118.27,0.00,0.00,32.77,0.00,118.27,0.00,0.00,30.11,0.00,0.00,0.00,0.00,31.22,0.00,0.00,0.00,0.00,29.77,0.00,118.65,0.00,0.00,31.11,0.00,118.67,-0.183280,1,1,1,3.7613,3.7609,3.7631,3.7644,3.7622,3.7627,3.7602,3.7583,3.7616,3.7626,3.7918,3.7620,3.7801,3.7602,3.7606,3.7585,3.7950,3.7608,3.7609,3.7975,3.7643,3.7475,3.7626,3.7626,3.7621,3.7629,3.7642,3.7637,3.7614,3.7612,3.7613,
Yes,0.00,116.81,29.80,4.88,14.93,3.34,1.86,33.08,0x0,0x0,0,0,277.14,17.97,0.00,Yes,0.00,116.64,32.20,102.18,14.91,3.29,1.86,37.84,0x0,0x0,0,0,277.58,18.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,31.55,0.00,118.25,0.00,0.00,32.77,0.00,118.25,0.00,0.00,30.11,0.00,0.00,0.00,0.00,31.22,0.00,0.00,0.00,0.00,29.77,0.00,118.73,0.00,0.00,31.11,0.00,118.73,-0.182311,1,1,1,3.7617,3.7615,3.7634,3.7647,3.7626,3.7632,3.7608,3.7588,3.7620,3.7629,3.7922,3.7625,3.7806,3.7605,3.7610,3.7588,3.7956,3.7614,3.7615,3.7980,3.7646,3.7476,3.7631,3.7631,3.7626,3.7633,3.7646,3.7641,3.7620,3.7618,3.7617,
Yes,-3.78,120.66,29.81,4.88,14.90,3.34,1.87,33.08,0x0,0x2,0,0,255.02,16.54,22.47,Yes,-4.23,120.47,32.20,102.18,14.91,3.29,1.86,37.84,0x0,0x2,0,0,253.02,16.41,22.70,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,31.55,0.00,119.84,0.00,0.00,32.77,0.00,118.27,0.00,0.00,30.11,0.00,0.00,0.00,0.00,31.22,0.00,0.00,0.00,0.00,29.77,0.00,120.37,0.00,0.00,31.00,0.00,120.37,-0.182827,1,1,1,3.8020,3.8045,3.8069,3.8056,3.8073,3.8061,3.8018,3.8058,3.8046,3.8021,3.8372,3.8016,3.8426,3.8021,3.8008,3.7986,3.8534,3.8051,3.8006,3.8393,3.8086,3.7877,3.8006,3.8085,3.8050,3.8022,3.8085,3.8124,3.8090,3.8027,3.7989,
Yes,-3.42,120.33,29.80,4.88,14.90,3.34,1.87,33.07,0x0,0x2,0,0,239.24,15.51,22.38,Yes,-4.09,120.28,32.19,102.18,14.90,3.29,1.86,37.84,0x0,0x2,0,0,238.71,15.48,25.29,Manual,0.00,0.59,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,31.55,0.00,121.37,0.00,0.00,32.77,0.00,121.37,0.00,0.00,30.11,0.00,0.00,0.00,0.00,31.22,0.00,0.00,0.00,0.00,29.77,0.00,121.90,0.00,0.00,31.00,0.00,121.90,-0.182235,1,1,1,3.8477,3.8532,3.8559,3.8525,3.8612,3.8566,3.8489,3.8589,3.8526,3.8469,3.8910,3.8456,3.9134,3.8496,3.8473,3.8457,3.9226,3.8543,3.8449,3.8863,3.8599,3.8354,3.8428,3.8601,3.8535,3.8471,3.8620,3.8693,3.8618,3.8494,3.8414,
Yes,-3.01,119.86,29.81,4.88,14.90,3.34,1.87,33.08,0x0,0x2,0,0,203.97,13.23,27.45,Yes,-3.13,119.63,32.18,102.18,14.90,3.29,1.86,37.84,0x0,0x2,0,0,202.75,13.15,25.40,Manual,0.00,0.76,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,31.55,0.00,120.86,0.00,0.00,32.77,0.00,120.71,0.00,0.00,30.11,0.00,0.00,0.00,0.00,31.22,0.00,0.00,0.00,0.00,29.77,0.00,121.20,0.00,0.00,31.00,0.00,121.20,-0.182378,1,1,1,3.8278,3.8316,3.8333,3.8303,3.8324,3.8296,3.8283,3.8350,3.8305,3.8259,3.8625,3.8265,3.8813,3.8277,3.8253,3.8208,3.8857,3.8329,3.8254,3.8649,3.8354,3.8101,3.8244,3.8372,3.8314,3.8261,3.8340,3.8388,3.8385,3.8288,3.8221,
Yes,-1.82,119.02,29.81,4.88,14.90,3.34,1.87,33.06,0x0,0x2,0,0,168.61,10.93,31.36,Yes,-2.09,118.79,32.16,102.18,14.90,3.29,1.86,37.85,0x0,0x2,0,0,169.23,10.97,32.20,Manual,0.00,0.32,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,31.44,0.00,119.73,0.00,0.00,32.77,0.00,119.73,0.00,0.00,30.11,0.00,0.00,0.00,0.00,31.22,0.00,0.00,0.00,0.00,29.77,0.00,120.63,0.00,0.00,31.00,0.00,120.06,-0.182490,1,1,1,3.8089,3.8116,3.8139,3.8114,3.8153,3.8157,3.8090,3.8132,3.8116,3.8077,3.8454,3.8081,3.8518,3.8092,3.8066,3.8057,3.8663,3.8125,3.8070,3.8465,3.8148,3.7950,3.8069,3.8158,3.8122,3.8081,3.8166,3.8230,3.8164,3.8096,3.8055,
Yes,0.00,116.92,29.81,4.88,14.93,3.34,1.86,33.07,0x0,0x0,0,0,148.28,9.62,0.00,Yes,0.00,116.74,32.16,102.18,14.91,3.29,1.86,37.86,0x0,0x0,0,0,158.06,10.25,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,31.44,0.00,118.29,0.00,0.00,32.77,0.00,118.29,0.00,0.00,30.11,0.00,0.00,0.00,0.00,31.22,0.00,0.00,0.00,0.00,29.77,0.00,118.76,0.00,0.00,31.00,0.00,118.76,-0.182498,1,1,1,3.7647,3.7646,3.7665,3.7678,3.7656,3.7660,3.7636,3.7618,3.7650,3.7660,3.7955,3.7653,3.7834,3.7635,3.7639,3.7618,3.7990,3.7644,3.7641,3.8012,3.7675,3.7507,3.7659,3.7659,3.7656,3.7662,3.7675,3.7669,3.7648,3.7646,3.7646,
Yes,0.00,116.90,29.82,4.88,14.93,3.34,1.86,33.09,0x0,0x0,0,0,148.36,9.62,0.00,Yes,0.00,116.74,32.15,102.18,14.91,3.29,1.86,37.85,0x0,0x0,0,0,159.01,10.31,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,31.44,0.00,118.27,0.00,0.00,32.77,0.00,118.29,0.00,0.00,30.11,0.00,0.00,0.00,0.00,31.22,0.00,0.00,0.00,0.00,29.77,0.00,118.76,0.00,0.00,31.00,0.00,118.76,-0.183113,1,1,1,3.7646,3.7647,3.7664,3.7677,3.7654,3.7658,3.7635,3.7618,3.7650,3.7658,3.7955,3.7654,3.7836,3.7635,3.7637,3.7618,3.7987,3.7645,3.7643,3.8012,3.7674,3.7506,3.7658,3.7660,3.7654,3.7663,3.7673,3.7668,3.7649,3.7647,3.7644,
Yes,0.00,116.90,29.83,4.88,14.93,3.34,1.86,33.08,0x0,0x0,0,0,153.18,9.93,0.00,Yes,0.00,116.73,32.15,102.18,14.90,3.29,1.86,37.85,0x0,0x0,0,0,160.19,10.39,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0.00,0.00,31.44,0.00,118.27,0.00,0.00,32.77,0.00,118.27,0.00,0.00,30.11,0.00,0.00,0.00,0.00,31.22,0.00,0.00,0.00,0.00,29.77,0.00,118.76,0.00,0.00,31.00,0.00,118.76,-0.182176,1,1,1,3.7646,3.7645,3.7663,3.7677,3.7653,3.7658,3.7634,3.7616,3.7648,3.7658,3.7954,3.7653,3.7834,3.7635,3.7637,3.7617,3.7987,3.7645,3.7643,3.8011,3.7673,3.7505,3.7659,3.7658,3.7654,3.7661,3.7673,3.7667,3.7649,3.7644,3.7645,
Yes,0.00,116.89,29.83,4.88,14.93,3.34,1.86,33.09,0x0,0x0,0,0,143.28,9.29,0.00,Yes,0.00,116.73,32.15,102.18,14.91,3.29,1.86,37.86,0x0,0x0,0,0,149.77,9.71,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0.00,0.00,31.44,0.00,118.29,0.00,0.00,32.77,0.00,118.29,0.00,0.00,30.11,0.00,0.00,0.00,0.00,31.22,0.00,0.00,0.00,0.00,29.77,0.00,118.76,0.00,0.00,31.00,0.00,118.76,-0.182517,1,1,1,3.7646,3.7647,3.7665,3.7678,3.7655,3.7659,3.7636,3.7618,3.7650,3.7657,3.7953,3.7654,3.7835,3.7636,3.7639,3.7617,3.7989,3.7646,3.7642,3.8012,3.7674,3.7506,3.7659,3.7660,3.7655,3.7664,3.7674,3.7670,3.7648,3.7646,3.7646,
Yes,9.54,109.50,29.84,4.88,14.90,3.34,1.87,33.09,0x0,0x2,0,0,151.18,9.80,33.21,Yes,7.48,110.65,32.15,102.18,14.90,3.29,1.86,37.86,0x0,0x2,0,0,152.10,9.86,29.18,Manual,0.85,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0.00,0.00,31.44,0.00,110.78,0.00,0.00,32.77,0.00,110.78,0.00,0.00,30.11,0.00,0.00,0.00,0.00,31.22,0.00,0.00,0.00,0.00,29.77,0.00,111.29,0.00,0.00,31.00,0.00,111.29,-0.182931,1,1,1,3.5751,3.5609,3.5602,3.5737,3.5496,3.5595,3.5689,3.5385,3.5627,3.5801,3.5799,3.5823,3.4868,3.5654,3.5734,3.5715,3.5185,3.5597,3.5787,3.6045,3.5563,3.5592,3.5903,3.5497,3.5627,3.5809,3.5541,3.5343,3.5443,3.5697,3.5871,
