alive_0,bus_current_0,bus_voltage_0,heatsink_temp_0,motor_temp_0,rail_15v_0,rail_3v3_0,rail_1v9_0,dsp_temp_0,error_flags_0,limit_flags_0,rx_error_count_0,tx_error_count_0,motor_velocity_0,vehicle_velocity_0,phase_current_b_0,alive_1,bus_current_1,bus_voltage_1,heatsink_temp_1,motor_temp_1,rail_15v_1,rail_3v3_1,rail_1v9_1,dsp_temp_1,error_flags_1,limit_flags_1,rx_error_count_1,tx_error_count_1,motor_velocity_1,vehicle_velocity_1,phase_current_b_1,drive_mode,throttle_value,regen_value,brake_pedal_valueYes,0.00,97.00,26.32,4.88,14.94,3.34,1.86,29.19,0x0,0x0,0,0,-0.84,-0.05,0.00,Yes,0.00,96.76,28.42,102.18,14.90,3.29,1.86,34.36,0x0,0x0,0,0,-0.92,-0.06,0.00,3,1,1,156
Yes,0.00,96.99,26.33,4.88,14.93,3.34,1.86,29.23,0x0,0x0,0,0,-3.74,-0.24,0.00,Yes,0.00,96.77,28.42,102.18,14.90,3.29,1.86,34.35,0x0,0x0,0,0,-3.96,-0.25,0.00,3,1,1,156
Yes,0.00,96.99,26.33,4.88,14.93,3.34,1.86,29.24,0x0,0x0,0,0,-5.74,-0.37,0.00,Yes,0.00,96.76,28.43,102.18,14.90,3.29,1.86,34.37,0x0,0x0,0,0,-6.19,-0.40,0.00,3,1,1,156
Yes,0.00,97.00,26.33,4.88,14.93,3.34,1.86,29.23,0x0,0x0,0,0,-6.01,-0.39,0.00,Yes,0.00,96.76,28.43,102.18,14.90,3.29,1.86,34.37,0x0,0x0,0,0,-5.94,-0.38,0.00,3,1,1,156
Yes,0.00,97.01,26.33,4.88,14.94,3.34,1.86,29.21,0x0,0x0,0,0,-9.45,-0.61,0.00,Yes,0.00,96.76,28.43,102.18,14.90,3.29,1.86,34.37,0x0,0x0,0,0,-9.50,-0.61,0.00,3,1,1,156
Yes,0.00,97.00,26.33,4.88,14.94,3.34,1.86,29.21,0x0,0x0,0,0,-10.09,-0.65,0.00,Yes,0.00,96.76,28.43,102.18,14.90,3.29,1.86,34.37,0x0,0x0,0,0,-10.64,-0.69,0.00,3,1,1,158
Yes,0.00,96.99,26.33,4.88,14.94,3.34,1.86,29.23,0x0,0x0,0,0,-11.22,-0.72,0.00,Yes,0.00,96.76,28.43,101.90,14.90,3.29,1.86,34.37,0x0,0x0,0,0,-11.41,-0.73,0.00,3,1,1,158
Yes,0.00,96.99,26.33,4.88,14.94,3.34,1.86,29.21,0x0,0x0,0,0,-11.26,-0.72,0.00,Yes,0.00,96.75,28.43,102.18,14.90,3.29,1.86,34.38,0x0,0x0,0,0,-11.02,-0.71,0.00,3,1,1,158
Yes,0.00,96.98,26.33,4.88,14.93,3.34,1.86,29.24,0x0,0x0,0,0,-11.02,-0.71,0.00,Yes,0.00,96.76,28.43,102.18,14.90,3.29,1.86,34.37,0x0,0x0,0,0,-10.71,-0.69,0.00,3,1,1,158
Yes,0.00,96.99,26.33,4.88,14.94,3.34,1.86,29.24,0x0,0x0,0,0,-3.58,-0.23,0.00,Yes,0.00,96.77,28.43,102.18,14.90,3.29,1.86,34.38,0x0,0x0,0,0,-3.48,-0.22,0.00,3,1,1,156
Yes,0.00,97.00,26.33,4.88,14.94,3.34,1.86,29.24,0x0,0x0,0,0,0.42,0.03,0.00,Yes,0.00,96.77,28.43,102.18,14.90,3.29,1.86,34.38,0x0,0x0,0,0,0.32,0.02,0.00,3,1,1,152
Yes,0.00,97.00,26.33,4.88,14.93,3.34,1.86,29.24,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,96.77,28.43,102.18,14.90,3.29,1.86,34.38,0x0,0x0,0,0,0.00,0.00,0.00,3,1,1,152
Yes,0.00,97.00,26.33,4.88,14.94,3.34,1.86,29.24,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,96.77,28.43,102.18,14.90,3.29,1.86,34.37,0x0,0x0,0,0,0.00,0.00,0.00,3,1,1,152
Yes,0.00,96.99,26.33,4.88,14.94,3.34,1.86,29.24,0x0,0x0,0,0,-0.98,-0.06,0.00,Yes,0.00,96.76,28.43,102.18,14.90,3.29,1.86,34.38,0x0,0x0,0,0,-1.15,-0.07,0.00,3,1,1,156
Yes,0.00,96.98,26.33,4.88,14.93,3.34,1.86,29.25,0x0,0x0,0,0,-3.02,-0.19,0.00,Yes,0.00,96.77,28.43,101.90,14.90,3.29,1.86,34.38,0x0,0x0,0,0,-2.99,-0.19,0.00,3,1,1,156
Yes,0.00,96.99,26.33,4.88,14.93,3.34,1.86,29.27,0x0,0x0,0,0,1.18,0.08,0.00,Yes,0.00,96.76,28.43,102.18,14.90,3.29,1.86,34.38,0x0,0x0,0,0,1.25,0.08,0.00,3,1,1,152
