alive_0,bus_current_0,bus_voltage_0,heatsink_temp_0,motor_temp_0,rail_15v_0,rail_3v3_0,rail_1v9_0,dsp_temp_0,error_flags_0,limit_flags_0,rx_error_count_0,tx_error_count_0,motor_velocity_0,vehicle_velocity_0,phase_current_b_0,alive_1,bus_current_1,bus_voltage_1,heatsink_temp_1,motor_temp_1,rail_15v_1,rail_3v3_1,rail_1v9_1,dsp_temp_1,error_flags_1,limit_flags_1,rx_error_count_1,tx_error_count_1,motor_velocity_1,vehicle_velocity_1,phase_current_b_1,drive_mode,throttle_value,regen_value,brake_pedal_value,cruise_down_on,cruise_up_on,reverse_on,horn_on,headlights_on,rearview_on,power_save_on,left_turn_on,right_turn_on,mppt_current_A0,mppt_power_A0,mppt_temp_A0,mppt_vin_A0,mppt_vout_A0,mppt_current_A1,mppt_power_A1,mppt_temp_A1,mppt_vin_A1,mppt_vout_A1,mppt_current_B0,mppt_power_B0,mppt_temp_B0,mppt_vin_B0,mppt_vout_B0,mppt_current_B1,mppt_power_B1,mppt_temp_B1,mppt_vin_B1,mppt_vout_B1,mppt_current_C0,mppt_power_C0,mppt_temp_C0,mppt_vin_C0,mppt_vout_C0,mppt_current_C1,mppt_power_C1,mppt_temp_C1,mppt_vin_C1,mppt_vout_C1,charge_enabled,highside_contactor_on,lowside_contactor_on,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31
Yes,0.00,121.08,23.05,4.88,14.93,3.34,1.86,26.91,0x0,0x0,0,0,-0.76,-0.05,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9006,3.9020,3.9022,3.9028,3.9009,3.9010,3.8996,3.8979,3.9010,3.9014,3.9357,3.9003,3.9242,3.8994,3.8994,3.8984,3.9389,3.9099,3.8993,3.9392,3.9016,3.8858,3.9012,3.9023,3.9020,3.9020,3.9022,3.9021,3.9012,3.9005,3.9008,
Yes,1.72,120.81,23.05,4.88,14.92,3.34,1.86,26.90,0x0,0x2,0,0,1.63,0.10,20.78,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.26,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8910,3.8919,3.8919,3.8933,3.8903,3.8907,3.8897,3.8870,3.8910,3.8922,3.9249,3.8911,3.9100,3.8895,3.8902,3.8891,3.9250,3.8996,3.8901,3.9293,3.8914,3.8763,3.8923,3.8917,3.8866,3.8881,3.8868,3.8853,3.8836,3.8853,3.8872,
Yes,2.13,120.72,23.04,4.88,14.89,3.33,1.87,26.89,0x0,0x2,0,0,12.49,0.80,20.17,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.14,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8939,3.8950,3.8951,3.8963,3.8938,3.8941,3.8927,3.8903,3.8941,3.8950,3.9283,3.8938,3.9144,3.8926,3.8931,3.8920,3.9297,3.9027,3.8929,3.9323,3.8946,3.8793,3.8951,3.8950,3.8951,3.8955,3.8951,3.8943,3.8935,3.8939,3.8946,
Yes,0.00,121.09,23.05,4.88,14.92,3.34,1.86,26.90,0x0,0x0,0,0,14.90,0.96,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9004,3.9017,3.9020,3.9027,3.9006,3.9009,3.8993,3.8977,3.9008,3.9011,3.9354,3.9001,3.9241,3.8992,3.8994,3.8983,3.9388,3.9097,3.8992,3.9390,3.9016,3.8857,3.9010,3.9020,3.9018,3.9017,3.9020,3.9018,3.9010,3.9003,3.9006,
Yes,0.00,121.09,23.04,4.88,14.93,3.34,1.86,26.87,0x0,0x0,0,0,14.09,0.91,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9005,3.9018,3.9021,3.9027,3.9007,3.9009,3.8993,3.8978,3.9009,3.9011,3.9355,3.9002,3.9241,3.8993,3.8994,3.8984,3.9388,3.9097,3.8992,3.9391,3.9016,3.8857,3.9011,3.9021,3.9018,3.9018,3.9020,3.9018,3.9011,3.9004,3.9007,
Yes,0.74,121.05,23.04,4.88,14.91,3.34,1.86,26.89,0x0,0x4,0,0,9.81,0.63,8.67,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.89,0.00,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8994,3.9008,3.9009,3.9016,3.8996,3.8997,3.8982,3.8966,3.8998,3.9002,3.9343,3.8993,3.9226,3.8982,3.8983,3.8973,3.9371,3.9087,3.8983,3.9379,3.9004,3.8846,3.9001,3.9009,3.9007,3.9008,3.9008,3.9004,3.8999,3.8994,3.8998,
Yes,0.77,121.08,23.03,4.88,14.89,3.33,1.87,26.87,0x0,0x4,0,0,2.63,0.17,3.19,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.89,0.00,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9001,3.9015,3.9016,3.9024,3.9004,3.9006,3.8991,3.8974,3.9006,3.9009,3.9352,3.8999,3.9237,3.8990,3.8991,3.8982,3.9384,3.9095,3.8989,3.9388,3.9013,3.8855,3.9009,3.9018,3.9016,3.9016,3.9018,3.9014,3.9008,3.9001,3.9004,
Yes,0.72,121.08,23.03,4.88,14.89,3.33,1.87,26.86,0x0,0x4,0,0,-0.87,-0.06,0.07,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.89,0.00,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9003,3.9016,3.9018,3.9026,3.9006,3.9007,3.8992,3.8976,3.9008,3.9010,3.9354,3.9001,3.9239,3.8992,3.8992,3.8983,3.9386,3.9096,3.8990,3.9389,3.9014,3.8855,3.9010,3.9020,3.9018,3.9017,3.9020,3.9016,3.9009,3.9002,3.9005,
Yes,0.72,121.08,23.02,4.88,14.89,3.33,1.87,26.86,0x0,0x4,0,0,-1.63,-0.11,0.48,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.90,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9003,3.9017,3.9019,3.9026,3.9006,3.9008,3.8992,3.8976,3.9007,3.9010,3.9354,3.9000,3.9239,3.8992,3.8992,3.8982,3.9386,3.9097,3.8991,3.9389,3.9014,3.8856,3.9010,3.9020,3.9018,3.9018,3.9020,3.9016,3.9009,3.9003,3.9006,
Yes,0.71,121.08,23.03,4.88,14.88,3.33,1.87,26.86,0x0,0x4,0,0,-2.25,-0.14,0.21,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.91,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9003,3.9017,3.9019,3.9026,3.9006,3.9008,3.8992,3.8975,3.9007,3.9009,3.9354,3.9001,3.9239,3.8992,3.8993,3.8983,3.9387,3.9096,3.8991,3.9389,3.9014,3.8856,3.9010,3.9020,3.9018,3.9018,3.9020,3.9016,3.9008,3.9002,3.9006,
Yes,0.00,121.08,23.02,4.88,14.88,3.33,1.87,26.87,0x0,0x0,0,0,-2.05,-0.13,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9005,3.9019,3.9021,3.9028,3.9008,3.9009,3.8993,3.8978,3.9010,3.9012,3.9356,3.9002,3.9242,3.8994,3.8995,3.8984,3.9388,3.9099,3.8993,3.9390,3.9016,3.8857,3.9013,3.9022,3.9019,3.9019,3.9021,3.9019,3.9010,3.9003,3.9006,
Yes,0.00,121.08,23.03,4.88,14.93,3.34,1.86,26.88,0x0,0x0,0,0,-2.02,-0.13,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9006,3.9019,3.9020,3.9028,3.9008,3.9010,3.8994,3.8977,3.9009,3.9011,3.9355,3.9002,3.9241,3.8993,3.8995,3.8984,3.9389,3.9098,3.8992,3.9391,3.9016,3.8858,3.9011,3.9022,3.9020,3.9019,3.9022,3.9020,3.9011,3.9005,3.9007,
Yes,0.00,121.08,23.03,4.88,14.93,3.34,1.86,26.89,0x0,0x0,0,0,-1.90,-0.12,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9005,3.9018,3.9020,3.9028,3.9008,3.9009,3.8994,3.8978,3.9010,3.9013,3.9356,3.9002,3.9242,3.8994,3.8995,3.8984,3.9388,3.9099,3.8993,3.9392,3.9016,3.8857,3.9013,3.9022,3.9020,3.9019,3.9022,3.9019,3.9011,3.9005,3.9007,
Yes,0.90,121.03,23.03,4.88,14.91,3.34,1.86,26.89,0x0,0x2,0,0,-3.98,-0.26,5.52,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9003,3.9016,3.9018,3.9025,3.9005,3.9007,3.8991,3.8974,3.9007,3.9011,3.9353,3.9000,3.9238,3.8991,3.8992,3.8982,3.9385,3.9096,3.8989,3.9389,3.9013,3.8855,3.9010,3.9019,3.9017,3.9017,3.9019,3.9015,3.9007,3.9001,3.9004,
Yes,0.00,121.08,23.03,4.88,14.93,3.34,1.86,26.87,0x0,0x0,0,0,-3.73,-0.24,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9005,3.9018,3.9021,3.9029,3.9008,3.9010,3.8994,3.8978,3.9009,3.9012,3.9356,3.9003,3.9242,3.8993,3.8995,3.8985,3.9389,3.9098,3.8992,3.9392,3.9016,3.8858,3.9011,3.9021,3.9019,3.9019,3.9021,3.9018,3.9010,3.9005,3.9007,
Yes,0.00,121.08,23.03,4.88,14.93,3.34,1.86,26.88,0x0,0x0,0,0,-2.71,-0.17,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9005,3.9019,3.9020,3.9026,3.9008,3.9010,3.8995,3.8978,3.9009,3.9013,3.9355,3.9002,3.9242,3.8993,3.8995,3.8985,3.9389,3.9098,3.8992,3.9391,3.9016,3.8857,3.9011,3.9023,3.9020,3.9019,3.9021,3.9018,3.9011,3.9004,3.9007,
Yes,0.00,121.09,23.02,4.88,14.93,3.34,1.86,26.86,0x0,0x0,0,0,-0.52,-0.03,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9006,3.9019,3.9022,3.9028,3.9009,3.9010,3.8993,3.8977,3.9009,3.9012,3.9356,3.9003,3.9242,3.8994,3.8995,3.8985,3.9389,3.9099,3.8992,3.9391,3.9016,3.8857,3.9012,3.9023,3.9020,3.9019,3.9021,3.9019,3.9011,3.9005,3.9007,
Yes,2.80,120.57,23.02,4.88,14.91,3.34,1.86,26.87,0x0,0x2,0,0,-3.47,-0.22,23.10,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.31,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8738,3.8739,3.8734,3.8759,3.8715,3.8724,3.8720,3.8676,3.8729,3.8758,3.9057,3.8746,3.8842,3.8720,3.8737,3.8720,3.9003,3.8810,3.8734,3.9116,3.8729,3.8591,3.8767,3.8726,3.8740,3.8760,3.8728,3.8701,3.8703,3.8736,3.8762,
Yes,0.00,121.08,23.02,4.88,14.89,3.34,1.87,26.86,0x0,0x0,0,0,-12.64,-0.81,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9002,3.9016,3.9017,3.9025,3.9005,3.9007,3.8992,3.8973,3.9007,3.9009,3.9352,3.9000,3.9239,3.8991,3.8992,3.8982,3.9385,3.9095,3.8989,3.9388,3.9013,3.8854,3.9009,3.9019,3.9017,3.9016,3.9018,3.9016,3.9008,3.9001,3.9004,
Yes,0.09,121.07,23.02,4.88,14.93,3.34,1.86,26.86,0x0,0x4,0,0,-10.67,-0.69,0.35,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.35,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9003,3.9017,3.9019,3.9026,3.9006,3.9008,3.8992,3.8976,3.9008,3.9011,3.9353,3.9001,3.9239,3.8992,3.8993,3.8983,3.9387,3.9097,3.8991,3.9389,3.9014,3.8856,3.9010,3.9021,3.9018,3.9017,3.9020,3.9016,3.9010,3.9003,3.9005,
Yes,0.71,121.04,23.02,4.88,14.90,3.34,1.87,26.87,0x0,0x4,0,0,-6.88,-0.44,5.34,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.59,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8988,3.9003,3.9008,3.9017,3.8995,3.8997,3.8978,3.8960,3.8996,3.9002,3.9343,3.8987,3.9221,3.8981,3.8985,3.8973,3.9370,3.9080,3.8978,3.9379,3.9005,3.8847,3.8997,3.9005,3.9007,3.9008,3.9009,3.9004,3.8991,3.8989,3.8996,
Yes,0.72,121.05,23.03,4.88,14.89,3.33,1.87,26.90,0x0,0x4,0,0,-3.02,-0.19,3.65,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.35,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8997,3.9009,3.9011,3.9018,3.8997,3.9001,3.8984,3.8967,3.9001,3.9004,3.9346,3.8993,3.9229,3.8983,3.8985,3.8975,3.9377,3.9090,3.8983,3.9381,3.9006,3.8848,3.9003,3.9012,3.9010,3.9010,3.9011,3.9008,3.9002,3.8996,3.8999,
Yes,0.00,121.08,23.02,4.88,14.89,3.34,1.87,26.88,0x0,0x0,0,0,-1.87,-0.12,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.04,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9005,3.9018,3.9020,3.9027,3.9007,3.9009,3.8993,3.8976,3.9009,3.9013,3.9355,3.9002,3.9241,3.8992,3.8994,3.8983,3.9387,3.9097,3.8992,3.9390,3.9015,3.8856,3.9011,3.9021,3.9018,3.9018,3.9021,3.9018,3.9010,3.9004,3.9006,
Yes,1.64,120.85,23.02,4.88,14.90,3.34,1.86,26.88,0x0,0x2,0,0,-9.34,-0.60,16.29,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8910,3.8962,3.9049,3.9104,3.9161,3.9191,3.8896,3.8918,3.9037,3.9084,3.9510,3.8911,3.9163,3.9020,3.9069,3.9118,3.9635,3.8996,3.8941,3.9417,3.9098,3.8995,3.8923,3.8963,3.9047,3.9090,3.9174,3.9222,3.8901,3.8950,3.9030,
Yes,0.00,121.07,23.03,4.88,14.93,3.34,1.86,26.88,0x0,0x0,0,0,-11.02,-0.71,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9003,3.9016,3.9019,3.9025,3.9006,3.9008,3.8992,3.8976,3.9009,3.9010,3.9354,3.9001,3.9239,3.8991,3.8992,3.8982,3.9387,3.9096,3.8991,3.9388,3.9015,3.8856,3.9011,3.9020,3.9018,3.9017,3.9020,3.9016,3.9009,3.9003,3.9004,
Yes,0.00,121.08,23.03,4.88,14.93,3.34,1.86,26.89,0x0,0x0,0,0,-10.13,-0.65,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9004,3.9017,3.9019,3.9026,3.9007,3.9009,3.8993,3.8977,3.9009,3.9012,3.9355,3.9001,3.9240,3.8991,3.8993,3.8983,3.9387,3.9096,3.8991,3.9389,3.9015,3.8856,3.9011,3.9020,3.9019,3.9017,3.9020,3.9017,3.9009,3.9003,3.9005,
Yes,0.00,121.08,23.03,4.88,14.93,3.34,1.86,26.90,0x0,0x0,0,0,-9.34,-0.60,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9004,3.9017,3.9019,3.9026,3.9006,3.9009,3.8994,3.8977,3.9009,3.9012,3.9355,3.9000,3.9241,3.8992,3.8993,3.8983,3.9387,3.9097,3.8991,3.9389,3.9015,3.8857,3.9011,3.9021,3.9018,3.9017,3.9020,3.9017,3.9010,3.9004,3.9006,
Yes,0.00,121.08,23.03,4.88,14.93,3.34,1.86,26.90,0x0,0x0,0,0,-8.95,-0.58,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9004,3.9018,3.9020,3.9027,3.9007,3.9009,3.8993,3.8976,3.9008,3.9011,3.9355,3.9001,3.9240,3.8992,3.8993,3.8983,3.9386,3.9097,3.8991,3.9389,3.9015,3.8856,3.9011,3.9021,3.9019,3.9018,3.9021,3.9018,3.9010,3.9003,3.9005,
