alive_0,bus_current_0,bus_voltage_0,heatsink_temp_0,motor_temp_0,rail_15v_0,rail_3v3_0,rail_1v9_0,dsp_temp_0,error_flags_0,limit_flags_0,rx_error_count_0,tx_error_count_0,motor_velocity_0,vehicle_velocity_0,phase_current_b_0,alive_1,bus_current_1,bus_voltage_1,heatsink_temp_1,motor_temp_1,rail_15v_1,rail_3v3_1,rail_1v9_1,dsp_temp_1,error_flags_1,limit_flags_1,rx_error_count_1,tx_error_count_1,motor_velocity_1,vehicle_velocity_1,phase_current_b_1,drive_mode,throttle_value,regen_value,brake_pedal_value,cruise_down_on,cruise_up_on,reverse_on,horn_on,headlights_on,rearview_on,power_save_on,left_turn_on,right_turn_on,mppt_current_A0,mppt_power_A0,mppt_temp_A0,mppt_vin_A0,mppt_vout_A0,mppt_current_A1,mppt_power_A1,mppt_temp_A1,mppt_vin_A1,mppt_vout_A1,mppt_current_B0,mppt_power_B0,mppt_temp_B0,mppt_vin_B0,mppt_vout_B0,mppt_current_B1,mppt_power_B1,mppt_temp_B1,mppt_vin_B1,mppt_vout_B1,mppt_current_C0,mppt_power_C0,mppt_temp_C0,mppt_vin_C0,mppt_vout_C0,mppt_current_C1,mppt_power_C1,mppt_temp_C1,mppt_vin_C1,mppt_vout_C1,battery_current,charge_enabled,highside_contactor_on,lowside_contactor_on,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31
Yes,0.00,116.80,30.03,4.88,14.92,3.34,1.87,32.72,0x0,0x0,0,0,238.06,15.44,0.00,Yes,0.00,116.58,32.51,102.18,14.90,3.29,1.86,37.66,0x0,0x0,0,0,237.41,15.40,0.00,Manual,0.17,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,32.11,0.00,117.14,0.00,0.00,33.44,0.00,117.14,0.00,0.00,30.66,0.00,0.00,0.00,0.00,31.78,0.00,0.00,0.00,0.00,30.22,0.00,117.72,0.00,0.00,31.55,0.00,117.72,-0.182426,1,1,1,3.7353,3.7337,3.7352,3.7383,3.7336,3.7355,3.7338,3.7283,3.7342,3.7376,3.7637,3.7373,3.7411,3.7339,3.7352,3.7332,3.7584,3.7332,3.7363,3.7721,3.7362,3.7220,3.7386,3.7336,3.7350,3.7378,3.7359,3.7329,3.7317,3.7353,3.7375,
Yes,0.01,116.79,30.02,4.88,14.93,3.34,1.87,32.74,0x0,0x0,0,0,238.96,15.50,0.00,Yes,0.15,116.46,32.51,102.18,14.89,3.29,1.86,37.66,0x0,0x0,0,0,239.20,15.51,1.55,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,32.11,0.00,118.23,0.00,0.00,33.44,0.00,118.23,0.00,0.00,30.66,0.00,0.00,0.00,0.00,31.66,0.00,0.00,0.00,0.00,30.22,0.00,118.61,0.00,0.00,31.55,0.00,118.61,-0.182605,1,1,1,3.7604,3.7603,3.7622,3.7635,3.7615,3.7620,3.7593,3.7571,3.7607,3.7618,3.7915,3.7615,3.7797,3.7596,3.7598,3.7579,3.7948,3.7601,3.7604,3.7975,3.7637,3.7469,3.7619,3.7617,3.7614,3.7623,3.7636,3.7631,3.7608,3.7605,3.7606,
Yes,0.00,116.81,30.01,4.88,14.93,3.34,1.87,32.74,0x0,0x0,0,0,234.06,15.18,0.00,Yes,0.00,116.61,32.52,102.18,14.90,3.29,1.86,37.65,0x0,0x0,0,0,234.39,15.20,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,32.11,0.00,118.27,0.00,0.00,33.44,0.00,118.27,0.00,0.00,30.66,0.00,0.00,0.00,0.00,31.66,0.00,0.00,0.00,0.00,30.22,0.00,118.69,0.00,0.00,31.44,0.00,118.69,-0.182589,1,1,1,3.7607,3.7605,3.7625,3.7639,3.7617,3.7623,3.7597,3.7576,3.7610,3.7622,3.7918,3.7618,3.7801,3.7600,3.7600,3.7580,3.7949,3.7605,3.7606,3.7979,3.7639,3.7472,3.7622,3.7621,3.7618,3.7624,3.7639,3.7633,3.7611,3.7610,3.7609,
Yes,3.00,114.69,30.00,4.88,14.91,3.34,1.87,32.76,0x0,0x2,0,0,232.26,15.06,8.83,Yes,3.37,114.04,32.52,102.18,14.90,3.29,1.86,37.63,0x0,0x2,0,0,232.55,15.08,9.63,Manual,0.39,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,32.11,0.00,115.68,0.00,0.00,33.44,0.00,115.68,0.00,0.00,30.55,0.00,0.00,0.00,0.00,31.66,0.00,0.00,0.00,0.00,30.22,0.00,116.15,0.00,0.00,31.44,0.00,116.15,-0.181858,1,1,1,3.6558,3.6501,3.6522,3.6611,3.6499,3.6560,3.6518,3.6362,3.6529,3.6639,3.6802,3.6605,3.6183,3.6540,3.6595,3.6595,3.6506,3.6470,3.6597,3.6927,3.6523,3.6478,3.6653,3.6443,3.6530,3.6641,3.6530,3.6432,3.6389,3.6546,3.6658,
Yes,-0.14,117.17,29.99,4.88,14.91,3.34,1.87,32.80,0x0,0x10,0,0,235.41,15.27,2.77,Yes,-1.47,118.04,32.53,102.18,14.89,3.29,1.86,37.67,0x0,0x10,0,0,234.96,15.24,9.04,Manual,0.00,0.88,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,32.11,0.00,121.14,0.00,0.00,33.33,0.00,121.14,0.00,0.00,30.55,0.00,0.00,0.00,0.00,31.66,0.00,0.00,0.00,0.00,30.22,0.00,121.73,0.00,0.00,31.44,0.00,121.73,-0.182291,1,1,1,3.8114,3.8147,3.8160,3.8130,3.8169,3.8168,3.8116,3.8172,3.8134,3.8089,3.8468,3.8107,3.8591,3.8110,3.8082,3.8065,3.8691,3.8150,3.8101,3.8487,3.8170,3.7960,3.8091,3.8197,3.8144,3.8092,3.8183,3.8245,3.8196,3.8129,3.8072,
Yes,-0.16,117.21,29.98,4.88,14.91,3.34,1.87,32.81,0x0,0x10,0,0,216.05,14.01,3.32,Yes,-1.42,118.00,32.52,102.18,14.89,3.29,1.86,37.65,0x0,0x10,0,0,215.40,13.97,9.67,Manual,0.00,0.81,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,32.11,0.00,120.98,0.00,0.00,33.33,0.00,120.98,0.00,0.00,30.55,0.00,0.00,0.00,0.00,31.66,0.00,0.00,0.00,0.00,30.22,0.00,121.37,0.00,0.00,31.44,0.00,121.37,-0.182541,1,1,1,3.8337,3.8374,3.8344,3.8305,3.8400,3.8397,3.8346,3.8414,3.8314,3.8259,3.8699,3.8322,3.8912,3.8290,3.8256,3.8268,3.8999,3.8392,3.8311,3.8666,3.8363,3.8164,3.8299,3.8436,3.8324,3.8264,3.8409,3.8506,3.8456,3.8346,3.8230,
Yes,-0.04,116.92,29.98,4.88,14.93,3.34,1.87,32.82,0x0,0x0,0,0,191.23,12.40,4.40,Yes,-0.02,116.70,32.53,102.18,14.90,3.29,1.86,37.65,0x0,0x0,0,0,191.50,12.42,2.17,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,32.11,0.00,118.27,0.00,0.00,33.33,0.00,118.27,0.00,0.00,30.55,0.00,0.00,0.00,0.00,31.66,0.00,0.00,0.00,0.00,30.22,0.00,118.76,0.00,0.00,31.44,0.00,118.76,-0.181818,1,1,1,3.7632,3.7632,3.7650,3.7663,3.7641,3.7646,3.7623,3.7602,3.7635,3.7643,3.7943,3.7641,3.7826,3.7622,3.7624,3.7604,3.7977,3.7631,3.7630,3.8003,3.7662,3.7494,3.7647,3.7646,3.7640,3.7649,3.7662,3.7658,3.7636,3.7633,3.7633,
Yes,0.00,116.87,29.97,4.88,14.93,3.34,1.86,32.83,0x0,0x0,0,0,182.21,11.82,0.00,Yes,0.00,116.67,32.53,102.18,14.90,3.29,1.86,37.65,0x0,0x0,0,0,190.70,12.37,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,32.11,0.00,118.27,0.00,0.00,33.33,0.00,118.27,0.00,0.00,30.55,0.00,0.00,0.00,0.00,31.66,0.00,0.00,0.00,0.00,30.22,0.00,118.76,0.00,0.00,31.44,0.00,118.76,-0.182462,1,1,1,3.7632,3.7631,3.7650,3.7664,3.7641,3.7645,3.7620,3.7600,3.7634,3.7644,3.7944,3.7641,3.7826,3.7622,3.7624,3.7604,3.7976,3.7631,3.7630,3.8002,3.7662,3.7495,3.7646,3.7646,3.7641,3.7649,3.7662,3.7656,3.7634,3.7632,3.7633,
Yes,-1.10,118.32,29.96,4.88,14.92,3.34,1.87,32.81,0x0,0x0,0,0,165.51,10.73,12.38,Yes,-0.48,117.12,32.54,102.18,14.91,3.29,1.86,37.67,0x0,0x0,0,0,177.96,11.54,6.59,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,32.11,0.00,118.27,0.00,0.00,33.33,0.00,118.27,0.00,0.00,30.55,0.00,0.00,0.00,0.00,31.66,0.00,0.00,0.00,0.00,30.22,0.00,118.76,0.00,0.00,31.44,0.00,118.76,-0.182819,1,1,1,3.7636,3.7637,3.7654,3.7668,3.7644,3.7651,3.7626,3.7607,3.7639,3.7649,3.7948,3.7647,3.7831,3.7627,3.7630,3.7608,3.7981,3.7637,3.7636,3.8009,3.7668,3.7498,3.7652,3.7653,3.7647,3.7654,3.7666,3.7661,3.7640,3.7638,3.7638,
Yes,0.00,116.85,29.95,4.88,14.93,3.34,1.87,32.82,0x0,0x0,0,0,178.91,11.60,0.00,Yes,0.00,116.63,32.55,102.18,14.90,3.29,1.86,37.69,0x0,0x0,0,0,181.08,11.74,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,32.00,0.00,118.27,0.00,0.00,33.33,0.00,118.27,0.00,0.00,30.55,0.00,0.00,0.00,0.00,31.66,0.00,0.00,0.00,0.00,30.11,0.00,118.76,0.00,0.00,31.44,0.00,118.76,-0.182172,1,1,1,3.7621,3.7620,3.7640,3.7652,3.7631,3.7637,3.7609,3.7590,3.7623,3.7632,3.7931,3.7629,3.7813,3.7611,3.7615,3.7593,3.7966,3.7618,3.7619,3.7990,3.7652,3.7484,3.7634,3.7634,3.7631,3.7638,3.7652,3.7646,3.7624,3.7622,3.7623,
Yes,-0.46,117.50,29.96,4.88,14.90,3.34,1.87,32.83,0x0,0x0,0,0,158.81,10.30,8.33,Yes,-1.55,118.21,32.55,102.18,14.89,3.29,1.86,37.69,0x0,0x2,0,0,160.65,10.42,15.08,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,32.00,0.00,118.27,0.00,0.00,33.33,0.00,118.27,0.00,0.00,30.55,0.00,0.00,0.00,0.00,31.66,0.00,0.00,0.00,0.00,30.11,0.00,118.76,0.00,0.00,31.44,0.00,118.76,-0.182617,1,1,1,3.7631,3.7631,3.7649,3.7663,3.7640,3.7646,3.7621,3.7601,3.7634,3.7645,3.7940,3.7639,3.7822,3.7621,3.7623,3.7604,3.7975,3.7630,3.7628,3.8001,3.7661,3.7494,3.7645,3.7644,3.7640,3.7648,3.7661,3.7656,3.7635,3.7632,3.7632,
Yes,9.43,109.18,29.96,4.88,14.90,3.34,1.87,32.81,0x0,0x2,0,0,169.84,11.01,30.85,Yes,8.64,109.54,32.54,102.18,14.89,3.29,1.86,37.69,0x0,0x2,0,0,171.35,11.11,28.62,Manual,0.55,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,32.00,0.00,110.56,0.00,0.00,33.33,0.00,110.56,0.00,0.00,30.55,0.00,0.00,0.00,0.00,31.66,0.00,0.00,0.00,0.00,30.11,0.00,111.17,0.00,0.00,31.44,0.00,111.17,-0.182060,1,1,1,3.6361,3.6301,3.6315,3.6413,3.6282,3.6355,3.6317,3.6145,3.6326,3.6449,3.6585,3.6413,3.5891,3.6340,3.6402,3.6407,3.6225,3.6256,3.6416,3.6726,3.6306,3.6288,3.6469,3.6233,3.6328,3.6455,3.6321,3.6205,3.6159,3.6357,3.6481,
Yes,0.00,116.87,29.95,4.88,14.93,3.34,1.87,32.86,0x0,0x0,0,0,163.69,10.62,0.00,Yes,0.00,116.65,32.57,102.18,14.90,3.29,1.86,37.70,0x0,0x0,0,0,178.86,11.60,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,32.00,0.00,118.27,0.00,0.00,33.33,0.00,118.27,0.00,0.00,30.55,0.00,0.00,0.00,0.00,31.66,0.00,0.00,0.00,0.00,30.11,0.00,118.76,0.00,0.00,31.44,0.00,118.76,-0.182911,1,1,1,3.7627,3.7627,3.7646,3.7659,3.7637,3.7642,3.7617,3.7595,3.7631,3.7641,3.7937,3.7637,3.7821,3.7618,3.7621,3.7600,3.7970,3.7626,3.7625,3.7997,3.7659,3.7490,3.7641,3.7640,3.7636,3.7645,3.7657,3.7652,3.7630,3.7628,3.7628,
Yes,0.00,116.87,29.96,4.88,14.93,3.34,1.87,32.86,0x0,0x0,0,0,161.62,10.48,0.00,Yes,0.00,116.67,32.57,102.18,14.90,3.29,1.86,37.71,0x0,0x0,0,0,175.36,11.37,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,32.00,0.00,118.27,0.00,0.00,33.33,0.00,118.27,0.00,0.00,30.55,0.00,0.00,0.00,0.00,31.66,0.00,0.00,0.00,0.00,30.11,0.00,118.76,0.00,0.00,31.44,0.00,118.76,-0.183062,1,1,1,3.7629,3.7631,3.7650,3.7663,3.7641,3.7646,3.7621,3.7602,3.7635,3.7645,3.7944,3.7640,3.7824,3.7621,3.7625,3.7604,3.7976,3.7630,3.7628,3.8000,3.7663,3.7494,3.7644,3.7644,3.7640,3.7649,3.7661,3.7657,3.7633,3.7632,3.7631,
Yes,0.00,116.88,29.96,4.88,14.93,3.34,1.87,32.83,0x0,0x0,0,0,161.77,10.49,0.00,Yes,0.00,116.69,32.57,102.18,14.90,3.29,1.86,37.73,0x0,0x0,0,0,173.34,11.24,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,32.00,0.00,118.27,0.00,0.00,33.22,0.00,118.27,0.00,0.00,30.55,0.00,0.00,0.00,0.00,31.55,0.00,0.00,0.00,0.00,30.11,0.00,118.76,0.00,0.00,31.44,0.00,118.76,-0.181512,1,1,1,3.7633,3.7633,3.7652,3.7665,3.7642,3.7649,3.7621,3.7601,3.7636,3.7647,3.7943,3.7642,3.7825,3.7622,3.7627,3.7606,3.7977,3.7631,3.7630,3.8003,3.7665,3.7495,3.7648,3.7647,3.7642,3.7649,3.7662,3.7658,3.7636,3.7635,3.7636,
Yes,0.00,116.90,29.96,4.88,14.93,3.34,1.87,32.82,0x0,0x0,0,0,167.44,10.86,0.00,Yes,0.00,116.69,32.57,102.18,14.90,3.29,1.86,37.73,0x0,0x0,0,0,168.89,10.95,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,32.00,0.00,118.27,0.00,0.00,33.22,0.00,118.27,0.00,0.00,30.44,0.00,0.00,0.00,0.00,31.55,0.00,0.00,0.00,0.00,30.11,0.00,118.76,0.00,0.00,31.44,0.00,118.76,-0.182927,1,1,1,3.7635,3.7636,3.7654,3.7668,3.7643,3.7650,3.7624,3.7606,3.7638,3.7649,3.7946,3.7645,3.7829,3.7625,3.7628,3.7609,3.7981,3.7636,3.7633,3.8005,3.7666,3.7498,3.7650,3.7650,3.7646,3.7653,3.7666,3.7661,3.7638,3.7637,3.7638,
